가게명,카테고리,도로명주소,lon,lat,상권_코드,상권_코드_명
운비차실,음식점 > 카페 > 전통찻집,서울 중구 퇴계로6길 17,126.978550803325,37.5574772455228,3120024,회현역
보이차,음식점 > 카페 > 전통찻집,서울 종로구 우정국로 43,126.98276874875148,37.57282730684326,3120004,종로구청
티룸 로제티,음식점 > 카페,서울 용산구 후암로28바길 3,126.98017371338898,37.54908383217298,3110079,후암동주민센터
세라젬카페오가다 왕십리점,음식점 > 카페 > 전통찻집 > 오가다,서울 중구 마장로 119,127.02321803571586,37.56806902585513,3130055,"황학시장(서울중앙시장, 신중앙시장)"
선길,음식점 > 카페 > 전통찻집,서울 동대문구 천호대로16길 16,127.031166256283,37.5731343926897,3110188,용두동신동아아파트
참다정,음식점 > 카페 > 전통찻집,서울 동대문구 약령중앙로 26,127.0373098837282,37.580456793803535,3130087,경동광성상가(경동시장)
지유명차 신당점,음식점 > 카페 > 전통찻집,서울 중구 청구로 95,127.0116441136108,37.56083573471791,3110053,청구역 1번
고호재,음식점 > 카페 > 전통찻집,서울 중구 퇴계로36길 10,126.994592232018,37.5602199032118,3120032,충무로역
참좋은,음식점 > 카페 > 전통찻집,서울 중구 마른내로2길 19,126.991984196121,37.56353722465157,3120030,중부경찰서(영화인의거리)
차차티클럽 창신한옥,음식점 > 카페,서울 종로구 종로46가길 13,127.01136497945254,37.57107828482447,3120016,동대문역
엘마드레,음식점 > 카페,서울 성북구 성북로8길 14,127.00455286754992,37.59104836899993,3110288,동구여중
에스프레소카페티,음식점 > 카페,서울 성동구 행당로 75,127.028556594514,37.5572631050728,3110112,행당역 2번
정진보이차,음식점 > 카페 > 전통찻집,서울 종로구 우정국로 52,126.98314439532508,37.57360942465669,3120008,인사동
흙다방,음식점 > 카페 > 전통찻집,서울 중구 을지로 지하 88,126.986868880059,37.5661523585111,3120029,을지로2가
사랑채,음식점 > 카페 > 전통찻집,서울 중구 삼일대로 363,126.9870509416448,37.56715518708459,3120029,을지로2가
예평,음식점 > 카페 > 전통찻집,서울 용산구 회나무로25길 1,126.9914458660238,37.53994274674658,3110085,경리단길남측
티하우스일지 한남점,음식점 > 카페 > 전통찻집,서울 용산구 이태원로45길 22,126.9984397332,37.5365543842281,3110091,리움미술관
델픽 안국플래그십스토어,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 종로구 계동길 84-3,126.9869692521386,37.58125034027411,3110018,중앙고등학교
보성다원,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 중구 퇴계로 224,126.996672430518,37.5615804853488,3120032,충무로역
오므오트,음식점 > 카페 > 전통찻집,서울 성동구 서울숲2길 12,127.039945805106,37.5472226825663,3110120,서울숲카페거리
티룸,음식점 > 카페,서울 성동구 서울숲길 52,127.043205250676,37.5479351259773,3110120,서울숲카페거리
리브르 티하우스 성수,음식점 > 카페,서울 성동구 서울숲4길 20,127.043012447699,37.5471909713625,3110120,서울숲카페거리
지유명차 용산점,음식점 > 카페 > 전통찻집,서울 용산구 새창로20길 3,126.959455866271,37.5383242073277,3110060,효창공원앞역 6번
온넬,음식점 > 카페 > 전통찻집,서울 용산구 한강대로 37,126.963086633232,37.5248247953496,3110062,한강로동땡땡거리(은행나무길)
무심헌 용산점,음식점 > 카페 > 전통찻집,서울 용산구 한강대로44길 10,126.9704126018484,37.53091042221498,3110073,삼각지역 3번
다인전통찻집,음식점 > 카페 > 전통찻집,서울 마포구 신촌로 182,126.945667012953,37.556443159523,3110582,이대역 5번
사랑방,음식점 > 카페 > 전통찻집,서울 영등포구 국제금융로6길 30,126.926574475482,37.521765955821,3120149,여의도역(여의도)
지유명차 여의도점,음식점 > 카페 > 전통찻집,서울 영등포구 국제금융로6길 33,126.9269148023,37.5207822719756,3120149,여의도역(여의도)
더느림카페,음식점 > 카페 > 전통찻집,서울 서대문구 이화여대2가길 19,126.94606860879,37.5582561501111,3130179,"이화여대 3,5,7길 상점가"
대현동전통찻집,음식점 > 카페 > 전통찻집,서울 서대문구 신촌역로 16,126.943156720096,37.5580313368353,3120096,"이화여대(이대역, 이대)"
차향기,음식점 > 카페 > 전통찻집,서울 영등포구 여의나루로 42,126.924991155576,37.5213721237516,3120149,여의도역(여의도)
박수진전통찻집,음식점 > 카페 > 전통찻집,서울 영등포구 국회대로68길 11,126.919686389764,37.5292091553224,3120148,국회의사당역(국회의사당)
사유공간찻집,음식점 > 카페,서울 용산구 서빙고로 137,126.9818547006514,37.52364885686195,3110078,이촌동점보아파트
티하우스레몬 신용산,음식점 > 카페,서울 용산구 한강대로 95,126.9674908159398,37.52970321313072,3120041,신용산역(용산역)
오설록 티하우스 용산파크점,음식점 > 카페 > 오설록 티하우스,서울 용산구 한강대로 100,126.9688489173758,37.52852957402794,3110073,삼각지역 3번
산수화 티하우스,음식점 > 카페 > 전통찻집,서울 용산구 한남대로20길 21-14,127.008902085488,37.5353142821435,3110098,서울독일학교
팔공티 용산아이파크몰점,음식점 > 카페 > 팔공티,서울 용산구 한강대로23길 55,126.964322282747,37.5289418530856,3120041,신용산역(용산역)
세라젬카페오가다 신사점,음식점 > 카페 > 전통찻집 > 오가다,서울 강남구 압구정로 140,127.023996456712,37.5246371136363,3120188,압구정역
위긴티식스,음식점 > 카페,서울 용산구 이태원로14길 19,126.990794910744,37.5335302772141,3110082,용산구청
찻집 달리아,음식점 > 카페 > 전통찻집,서울 강남구 압구정로28길 48,127.027444096515,37.5233677514146,3120188,압구정역
지유명차 압구정점,음식점 > 카페 > 전통찻집,서울 강남구 논현로 841,127.0278799189602,37.52415152148452,3120188,압구정역
티하우스레몬 신반포점,음식점 > 카페,서울 서초구 신반포로 194,127.00705170846663,37.50606695004771,3120167,고속터미널(고속터미널역)
아도 티하우스 계영배점,음식점 > 카페 > 전통찻집,서울 강남구 언주로173길 16,127.0321634729324,37.528186921983256,3120195,성수대교남단
맥파이앤타이거 성수티룸,음식점 > 카페,서울 성동구 성수이로 97,127.05658454691908,37.54364792526845,3120052,성수역
행복한뜨락,음식점 > 카페 > 전통찻집,서울 광진구 동일로 56,127.0619251505675,37.53776892491227,3130074,영동교골목시장
소로차실,음식점 > 카페 > 전통찻집,서울 강남구 압구정로79길 8,127.04776007676,37.5249596615398,3120208,청담사거리(청담동명품거리)
티하우스 하다,음식점 > 카페,서울 강남구 선릉로146길 54,127.0440722846174,37.52138051126469,3110976,언북초등학교
다루,음식점 > 카페 > 전통찻집,서울 광진구 능동로43길 38,127.079680751221,37.5617518638381,3110153,중곡1동주민센터
로해서울,음식점 > 카페 > 전통찻집,서울 강남구 영동대로129길 20,127.055731917847,37.5185563467127,3110988,청담역 3번
지유명차 청담점,음식점 > 카페 > 전통찻집,서울 강남구 선릉로 670,127.041748409823,37.5166889311328,3120203,강남구청역
