기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,1분기_평균,2분기_평균,3분기_평균,4분기_평균,3개년_총평균,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00~06_매출_건수,시간대_06~11_매출_건수,시간대_11~14_매출_건수,시간대_14~17_매출_건수,시간대_17~21_매출_건수,시간대_21~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,QUARTER_NUM
20233,D,발달상권,3120009,종로3가역,6054668341,7679188547,6913514223,6669324059,6838544951,6074922234,725072,4203007469,1871914765,816176117,776023811,846191512,822131588,942484441,1181814026,690100739,10088529,632701627,1765044136,1609034504,1570472013,487581425,2614786788,3150460016,56234724,1609918587,1482503244,891634094,954769153,770186997,548538,176534,112987,104535,109368,105358,116290,112953,63581,279,157587,229569,177205,138441,21991,344831,355227,6989,189843,179809,108326,120199,94902,3
20233,D,발달상권,3120006,종각역,6643864644,7281746835,7265532334,7304441282,7139633614,7457431026,1010502,6421696219,1035734807,1233755528,1282366366,1331255740,1263008268,1311310317,663675248,372059559,22234787,1367176019,3275617443,1392955851,1075211246,324235680,2853937697,2843408958,35614912,1241864379,1881153073,1355303718,840032510,343378062,885688,124814,180208,174233,182969,173416,174862,80252,44562,504,310738,395830,169672,113323,20435,453932,430976,5791,208361,297296,201599,125974,45886,3
20233,A,골목상권,3110170,동대부여고,103009554.5,110022669.5,107069429,105169162,106401228.8,124607853,29244,81450434,43157419,16048070,16992959,14285842,16379925,17743638,20923185,22234234,0,24023957,33869823,30250852,28118391,8344830,66090893,58516960,635375,26063694,48573348,24287929,17855584,7191923,19406,9838,3828,4105,3573,3809,4091,4832,5006,0,6274,7627,7037,6478,1828,16441,12803,160,6323,11090,6144,4235,1292,3
20233,A,골목상권,3110740,금천해태공원,10108718.5,11355002.5,13938870.33,11979505,12078118.11,16490008,1474,8690804,7799204,783891,1466057,3070831,1902337,1467688,2525208,5273996,0,1129870,6779219,6045376,2535543,0,4276996,12213012,26234,496866,1431515,1404153,5885164,7246076,858,616,82,157,217,228,174,268,348,0,103,719,489,163,0,558,916,5,83,196,212,471,507,3
20233,A,골목상권,3110833,상도역 2번,4380932,4580234,6453005.333,4156689.5,5066080.778,6617450,761,4188192,2429258,1027358,557872,809898,948600,844464,1012920,1416338,0,113762,1846882,2472138,2003087,181581,2566209,4051241,15574,1209118,1118812,1022248,1403256,1848442,508,253,96,74,114,96,128,100,153,0,8,223,294,210,26,338,423,4,166,226,116,125,124,3
20233,D,발달상권,3120173,교대역(법원.검찰청),4521069398,4933828011,4929828282,4643174332,4776180925,4392941485,584512,3664434449,728507036,730300092,701262133,774185347,718192812,740494065,426044946,302462090,77464851,748062512,1712376937,789088412,793952849,271995924,1636992935,1801668504,42808172,660461288,1008128216,711188820,611770345,404304594,493482,91030,100861,95100,101620,98601,97300,53322,37708,2195,159518,217426,100561,89171,15641,237592,258182,9589,104721,150703,96677,85448,48649,3
20233,D,발달상권,3120217,대치사거리,1050908061,947204277.5,1207088055,1126350388,1096687735,1233855303,185938,865545989,368309314,164527379,160358816,163302270,185727414,191630110,206123375,162185939,282540,286109338,418286310,257424227,237884457,33868431,428139232,725351492,63572269,93465711,192092899,423791480,232029031,148539330,133920,52018,26790,24867,25613,27828,28822,29168,22850,44,51399,55606,36945,36494,5450,72711,104664,13543,18013,34547,66171,40308,4792,3
20233,A,골목상권,3110770,영등포구청역 6번,24000000,24000000,16954841,21542163.5,21105427.78,24000000,1477,14314276,9685724,0,2095210,2183561,2867544,7167961,5082830,4602894,0,15248,8836165,6984321,6856714,1307552,7965679,11069850,139143,6283970,8564372,1606946,1854479,586619,761,716,0,180,186,191,204,370,346,0,3,322,545,527,80,572,879,10,543,624,111,138,24,3
20233,A,골목상권,3110262,상봉역 3번,76468754.5,64962512,63083325.67,88261581,72070630.22,75982487,9083,62408362,13574125,4134288,12779744,25923932,6676829,12893569,9578046,3996079,4434490,3222618,10938195,11754959,30711188,14921037,56066422,16830470,138560,10618398,11835914,10191714,33634185,6478121,6293,2790,925,1291,1313,1277,1487,1831,959,1226,851,1566,1355,2342,1743,5459,3454,49,2057,2769,2205,1067,765,3
20233,R,전통시장,3130321,장신구 특화거리 상점가,10971726,20003860,21095242.5,17092300,17891778.5,21303676,1201,13545305,7758371,1157966,2294220,3427579,3654830,3010710,6397761,1360610,0,0,12372864,7541253,1389559,0,9017658,12286018,0,2945575,13747950,1838270,1476407,1295474,854,347,101,130,174,217,232,304,43,0,0,638,477,86,0,391,810,0,289,683,86,100,43,3
20233,A,골목상권,3110149,세종대학교,0,0,14461488,0,14461488,14461488,1985,9658488,4803000,2384279,1864887,1601911,2255798,1551613,2194563,2608437,0,851255,5915044,3372761,3991111,331317,7449708,5454700,259696,3029417,2873053,2682791,2545562,1513889,1384,601,329,273,241,290,251,278,323,0,131,716,525,553,60,1055,781,49,480,465,333,339,169,3
20233,A,골목상권,3110255,상봉역 4번,57526063.5,57905690.5,64844857.33,53761883,59213538.44,81073330,7902,46350939,34722391,7859153,7896534,11526794,10385696,8682762,17864262,16858129,0,2031699,21502195,25017258,30708154,1814024,30242197,49631564,578936,27315474,19433661,8651968,12174200,11719521,4971,2931,722,880,1224,1070,1075,1552,1379,0,318,2129,2473,2817,165,3112,4674,49,2431,2023,906,1298,1078,3
20233,R,전통시장,3130181,아현가구거리상점가,4624610.5,5483604.5,5332996.667,4807563.5,5092283,5169441,815,1868221,3301220,0,462622,586741,425548,393310,16119,3285101,0,1144466,2417886,1607089,0,0,1904028,2838251,0,543934,1020175,876128,1214601,1087441,291,524,0,58,74,78,81,6,518,0,213,379,223,0,0,339,454,0,101,165,149,200,178,3
20233,D,발달상권,3120243,천호역,1057093657,1351054508,1462789239,1084043385,1263638980,1262713738,199833,859762675,402951063,151919107,180317695,154433976,192562140,180529757,227571873,175379190,6518930,208455106,305374953,326862956,339638247,75863546,540398444,620654718,18855133,326446004,356620689,199263263,168088740,91779336,137305,62528,27490,26500,27033,26753,29529,35217,27311,713,45920,52096,45709,46041,9354,97098,99610,2577,54268,63986,33631,27256,14989,3
20233,A,골목상권,3111064,둔촌동역 4번,33913508,33537059.5,18670676.67,22536399,26220662.56,21634224,2050,18579392,3054832,2063142,5021655,5175186,3867048,2452361,2987513,67319,0,273055,7959888,5285135,8101186,14960,7221973,13598776,179519,3253908,3046698,7247234,2644901,4448488,1730,320,253,408,347,487,235,305,15,0,58,794,502,681,15,746,1268,30,390,267,565,310,452,3
20233,A,골목상권,3110013,체부동홍종문가옥,33801739.5,44492203.5,33003267.33,33245026.5,35787526.78,25227467,1896,13633355,11594112,1767939,3100477,3032300,1388021,4344618,6736979,4857133,0,0,6610496,10492441,7383500,741030,6698809,18128991,170383,11474988,7085579,2805993,2323082,967773,1047,849,165,239,225,136,282,510,339,0,0,536,758,541,61,527,1359,14,859,538,248,167,61,3
20233,A,골목상권,3110151,자양한강도서관,143340245.5,181907000.5,196029445.7,175605614,176643784.1,232318568,44417,151158186,81160382,30597832,30378394,29258724,29591432,31331804,43734466,37425916,477015,30047845,62540798,60187667,64625365,14439878,118517961,112098271,5303684,38449277,62639131,57583024,41225434,25415683,29333,15084,6138,5773,5763,5653,6006,8036,7048,32,6853,11360,10692,12398,3082,22593,21697,1255,8524,13318,9681,7658,3856,3
20233,R,전통시장,3130105,장미제일시장(중화동제일시장),5541802,7060701.5,6535841.667,4581474.5,5997275.667,4926783,679,3080199,1846584,873489,436745,615529,717691,436745,676825,1169759,0,0,1363868,1808276,1489017,265622,3313283,1613500,53411,416175,1039988,901270,1206531,1309408,409,270,108,71,82,92,56,76,194,0,0,184,245,220,30,458,221,5,73,161,121,167,152,3
20233,R,전통시장,3130076,능동로골목시장,9778740.5,20779366.5,17890518.67,9196177,14797791.56,11251794,233,6757734,4494060,0,1930781,665787,2663146,1498020,2330254,2163806,0,0,0,1331573,2596567,7323654,11151926,99868,0,0,0,0,9487459,1764335,133,100,0,49,17,33,34,50,50,0,0,0,33,49,151,216,17,0,0,0,0,166,67,3
20233,A,골목상권,3110404,신창초등학교,43990201.5,49063157.5,58108514.33,41272386,49219670.33,45706261,7935,31788940,13917321,7298805,6687789,5201851,6755564,5844931,8603575,5313746,0,9028621,14661321,12860988,8652872,502459,12360298,33301150,202602,3925842,9111585,12525484,12533346,7362589,5877,2058,1302,1260,1005,1283,1027,1298,760,0,1928,2616,2202,1137,52,2252,5677,80,684,1451,2358,2037,1319,3
20233,A,골목상권,3110520,경의중앙 신촌역,14280982.5,25078905,26018566.67,18968204,21634653.67,20754271,3612,14480052,6274219,2962986,3130037,2621615,2270691,3494723,3581118,2693101,6499,1984752,4414850,6500141,6386988,1461041,6816459,13937812,814540,10687301,3971674,3012748,1771974,496034,2549,1063,515,566,478,425,565,584,479,4,371,829,1105,1078,225,1105,2507,151,1863,734,448,328,88,3
20233,A,골목상권,3110526,봉원사,55951461.5,75168327.5,47490613.67,77320634.5,62150298.67,57735202,3863,56451561,1283641,12632590,10595898,11168284,11488827,10565962,677477,606164,0,1570916,28930378,8256410,18977498,0,6152355,48592896,3650401,39120220,3571968,2158086,4460031,1784542,3743,120,896,748,747,684,668,56,64,0,97,1786,712,1268,0,419,3327,271,2642,294,124,317,98,3
20233,A,골목상권,3110632,방화역 3번,133591150,141801438.5,151295339,155390558.5,146161367.9,173930993,25698,129412330,44518663,26247356,26655380,25531728,24777478,26200388,29132685,15385978,7943,23323700,72609982,44467593,30421350,3100425,79318610,83815580,1485387,18231221,47515413,34444556,37127645,24329970,18722,6976,3663,3729,3838,3657,3835,4406,2570,4,4274,9384,6960,4561,515,13117,12115,277,2699,7836,5823,4963,3630,3
20233,A,골목상권,3110883,은천초등학교(은천교앞),25219619,27373991,32798367.67,31436953,29606247.67,31416177,4156,19794225,11621952,3951518,3933413,3537061,2814651,5557582,6436142,5185810,29517,3767433,8761381,9375628,7450907,2031311,16037735,12313761,159113,5818629,6723765,5575234,4365494,5709261,2605,1551,568,498,506,405,628,865,686,5,494,1130,1235,1042,250,1904,1955,32,969,999,687,617,555,3
20233,R,전통시장,3130318,로데오거리상점가,590998468,596686409,631237047,599970493,607669097.9,671328561,92710,422470052,248858509,79315769,77795504,80430684,80923138,104004957,142442352,106416157,10427660,25321673,114825832,144037642,253084272,123631482,313851286,357477275,25572849,275671529,181277748,95936480,64851278,28018677,59580,33130,11676,11084,11428,11317,14075,18710,14420,719,4923,19922,21525,32783,12838,45014,47696,3339,36615,25454,14200,9247,3855,3
20233,A,골목상권,3110084,경리단길북측,242141453.5,301282550.5,230392619,234131711,249587698.6,153099242,16360,105066016,48033226,25244890,18678292,19029248,21279257,20834329,24123247,23909979,0,43877585,55435804,38911872,14495465,378516,66941715,79929744,1107388,34053388,47821613,35323802,16592579,11972688,11938,4422,2713,2210,2211,2493,2311,2377,2045,0,4344,5273,4453,2240,50,7442,8511,188,3143,5855,3681,1812,1272,3
20233,R,전통시장,3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",29922873.5,32759306.5,30527718,30048470,30782717.11,37825525,2295,20674717,17150808,3752866,6624755,3287739,5067722,1941635,12063856,5086952,0,793841,8163160,8631292,18669381,1567851,30356704,7468821,59624,1468028,2718327,5790517,11200090,16588939,1519,776,168,300,421,354,276,482,294,0,276,722,607,642,48,1250,1045,12,299,483,527,632,342,3
20233,A,골목상권,3111005,삼전역 3번,56017587,89186804,82653088.67,64904356.5,74241862.33,77134681,9918,55614903,21519778,12534004,10805001,10892196,10227588,11156114,17000916,4518862,0,19602986,19564765,21234716,16359099,373115,29612113,38383457,31712,9224505,14222479,22761269,13287871,8467735,7205,2713,1586,1398,1477,1396,1348,2048,665,0,2662,2643,2738,1848,27,4300,4780,5,1334,2158,3109,1445,1031,3
20233,D,발달상권,3120157,신림역(신림),1400125139,1496777637,1578375843,1547733244,1513822174,1572614930,286947,1020005243,552609687,204053012,186558730,209882812,204197456,215313233,311223131,241386556,73562656,205019230,333868584,354851879,424982264,180330317,755038303,815536108,26668450,616596437,477957724,218566479,141554258,89231064,194473,92474,39397,36454,39569,39196,39857,51579,40895,8120,49420,64312,64480,72758,27857,145119,141652,4228,108230,94835,39631,26075,13769,3
20233,A,골목상권,3110176,해오름공원,109625961,133196538.5,127468541.7,112848617.5,121527539.9,137703778,23546,87828390,49875388,18155724,18679700,18332005,16005005,16655956,27161176,22714212,6221700,15624508,26253739,31265311,36793945,21544575,81441108,56262670,481350,14800647,29250999,34102028,34468022,24600732,15560,7986,3342,3075,3076,3104,2963,4466,3520,248,4197,6080,5707,6362,952,12459,11087,128,3039,6568,6137,4820,2854,3
20233,A,골목상권,3110570,KB국민은행 서강지점,615539438,613768109,621479525,621059816,618352589,622438575,75965,465801167,156637408,98738315,96454304,89333644,86865395,94409509,79991724,76645684,0,117488670,223311748,136026964,122917291,22693902,249007101,319793306,2816447,84777249,98085923,186883155,125543455,70694177,57400,18565,12338,11030,10575,11154,12303,9737,8828,0,17307,25407,16787,13702,2762,30002,40522,554,10093,13209,24496,14093,8076,3
20233,A,골목상권,3110942,염곡동 구룡사(포이동성당),311805014,334333373.5,348997412,355426411,338902425.9,344859906,38076,268133439,76726467,52388321,50468514,55865101,53446699,55964804,45560666,31165801,32650,32427971,165014282,75581310,67160526,4643167,143764396,165290554,609092,59484692,115677304,69613109,41644131,22026630,29940,8136,5775,5457,6602,5816,6290,4762,3374,7,5284,16866,8498,6989,432,17006,18522,83,6870,14245,7713,4455,2164,3
20233,A,골목상권,3110041,남산케이블카,182453877,228980846.5,198055202.7,213340734.5,204857391.6,166815638,14461,120150635,46665003,24519190,21290793,22859898,28874277,22606477,29091055,17573948,0,20471773,74302829,46030132,25882532,128372,62031831,75997831,2271712,27656015,41432266,31899652,27009859,7760159,10447,4014,2118,1973,1997,2385,1974,2592,1422,0,1962,6294,3913,2271,21,5759,7345,256,2829,4098,3075,2245,603,3
20233,A,골목상권,3110218,답십리사거리,47512753.5,59568803,55062498.67,44074531.5,51944408,59520235,6606,38667316,20852919,8554479,6673025,7641303,6703581,9094928,6965715,13887204,0,2445203,15965801,18531421,20376339,2201471,25088155,33206505,0,7422203,16919646,16184341,13789826,3978646,4504,2102,927,802,751,870,1154,792,1310,0,339,1980,1946,2109,232,3047,3469,0,884,1994,1503,1684,451,3
20233,A,골목상권,3110280,북정마을,48156087.5,55652909,58577251.33,53353808.5,54450818.22,57750358,2885,30000490,27749868,6296357,6645166,5103061,5868950,6086956,12368971,15380897,0,91792,19494324,19886162,17251158,1026922,26411998,25790681,0,6229234,14462976,9712740,14385527,7412203,1618,1267,310,361,310,322,315,590,677,0,6,940,1005,872,62,1394,1245,0,321,734,517,746,321,3
20233,A,골목상권,3110009,자하문터널,149672859.5,332146951.5,382290816.3,187799774,276234624.3,416978972,18136,206278205,210700767,1579792,12103017,56941781,60720258,74933357,108673374,102027393,3922937,2161862,79995459,196929399,113481559,20487756,124460233,291166078,6287636,159535590,112775146,58831325,58589468,19607146,9137,8999,155,514,2546,2503,3419,4748,4251,44,245,3416,8609,5084,738,5444,12638,300,7048,4802,2434,2601,898,3
20233,A,골목상권,3110213,청량초등학교,29838157.5,32792178,33693114,30393078.5,31902907.78,36372736,4370,15679319,20693417,3108958,2428116,3419637,3413960,3308648,6619844,14073573,0,5159647,12729594,10385267,8033393,64835,15025969,21346767,569042,9566552,7966381,6118964,7687996,4463801,1946,2424,388,302,426,394,436,727,1697,0,761,1618,1376,608,7,2048,2322,61,986,963,928,903,529,3
20233,A,골목상권,3110437,당고개역 2번,47676669,19668244.5,17524566.33,17225015.5,24634839.67,18184818,436,16542538,1642280,620132,5050863,568810,9413165,889568,1244540,397740,0,487551,6316787,9892165,1488315,0,2715747,15298000,0,102642,42768,85535,14395601,3387201,358,78,78,59,51,93,77,44,34,0,51,187,138,60,0,239,189,0,17,9,9,86,308,3
20233,A,골목상권,3110703,개봉역,187664635,227528890,227485293.7,197685860.5,212023850.2,238592718,36487,158071419,80521299,46026334,25856264,26388763,29388389,30411669,46794637,33726662,258161,28292687,50957780,73201673,67035924,18846493,109475509,128507946,4891471,48225151,64276636,67730859,34754167,18105170,23716,12771,4726,4552,4455,4890,5093,7222,5549,40,6400,8834,8934,9637,2642,14693,21650,1072,8153,11124,7508,5531,2958,3
20233,R,전통시장,3130290,영림시장,210969161,239631884,248125475.3,229043205.5,233740547.4,255029265,59858,167781713,87247552,37068031,30213845,31305195,33200060,35994582,49229210,38018342,438556,43807213,73152794,61721672,67273269,8635761,129549776,123461595,2405163,68183623,60793595,37754513,47520193,36354283,41411,18447,8751,7654,8281,8168,8557,10055,8392,40,13751,16786,13424,14722,1135,28087,31609,640,17748,16679,9595,9797,5238,3
20233,A,골목상권,3110121,한양대역 4번,110110446,171677805,171135136.7,238280062.5,172615781.9,287032303,32750,204471152,82561151,44086895,41460768,42168467,40844763,35910259,40565018,41996133,23933814,23382782,41206340,59747323,95759082,43002962,206518899,79016500,11189332,91583548,33984252,127805306,17028032,3944930,23136,9614,5102,4457,4617,4776,4184,4814,4800,3244,2510,4711,6599,9675,6011,20803,11786,1721,14605,5126,8127,2496,515,3
20233,A,골목상권,3110299,정릉역 1번,75967931.5,69498379.5,78049330.33,90406080,78432530.33,92676842,14427,48649887,44026955,8159714,12224527,9637007,8371831,10256808,20459460,23567495,0,13807127,29536841,26956843,20979974,1396057,39562587,53114255,1111525,20647436,23215747,17129540,19423781,11148813,8048,6379,1519,1760,1565,1504,1700,2994,3385,0,2107,4272,4513,3325,210,6428,7999,259,3889,3922,2459,2628,1270,3
20233,A,골목상권,3110550,합정역 8번,317215554.5,350171738.5,350662944.3,331313773,338821218.3,349437023,40697,228380817,121056206,39062050,38924962,48352361,47094333,54947111,75040465,46015741,38102,28393682,122901478,96941729,92253971,8908061,116054206,219933695,1848287,118031458,124668860,51580284,26205736,13653277,28450,12247,5294,4942,5983,5633,6598,7352,4895,4,4551,14659,10880,9797,806,15457,24208,193,13789,15182,5826,2896,1779,3
20233,A,골목상권,3110785,영등포푸르지오아파트,6000000,6000000,6000000,6000000,6000000,6000000,729,5491529,508471,1526685,1294107,723892,1168064,778781,508471,0,0,1102027,1590520,2395602,911851,0,1232294,4526447,237729,475547,2716749,1293081,759692,275943,664,65,187,122,110,140,105,65,0,0,154,192,278,105,0,158,566,23,48,350,204,74,25,3
20233,D,발달상권,3120114,목동신시가지,1682866400,1909226411,2183801984,1839604394,1934977818,2411117328,395003,1697118667,713998661,325577027,326336544,350272685,334477283,360455128,392074500,321924161,843640,336078409,814533768,580567383,578425498,100668630,1006891402,1248055750,118366316,286480588,423532877,808455075,482974636,135137660,278367,116636,56199,54098,55850,54704,57516,64471,52165,123,70565,117960,94807,95973,15575,171310,211820,26368,52656,66378,136327,82625,18772,3
20233,A,골목상권,3110127,성수1가1동주민센터,175010177,189959253.5,226607827.3,217570005,204989150.3,267910496,29174,244701812,23208684,48683086,56105567,46712854,43826427,49373878,16586258,6622426,0,78151745,95811186,68763230,25184335,0,80148247,120421850,1989332,62367449,74863695,26894950,30140334,4314337,27552,1622,5930,5293,5822,5182,5325,1230,392,0,10851,10628,5606,2089,0,9090,15303,152,8653,10250,3142,1717,479,3
20233,A,골목상권,3110230,장안현대홈타운1차아파트,23608832.5,38378112,32201355.33,35846856,32474629.67,32157288,2726,26878116,5279172,5497230,4693239,4002991,5042108,7642548,4614634,664538,442641,428861,12969884,9865940,8270605,179357,10950251,18597016,4681,983247,6599936,12790829,6987148,2181426,2159,567,537,499,303,392,428,361,206,138,319,681,605,622,361,1095,1578,15,626,566,852,415,198,3
20233,A,골목상권,3110228,장안근린공원,18715661,21952310.5,22751361,18985647,20840146.67,21597244,3064,16425503,5171741,1371199,3746537,2969093,3734027,4604647,2330289,2841452,0,2478146,5756227,7458251,5768958,135662,6480078,12170629,99937,1440851,1965631,3867056,8047645,3229589,2240,824,195,600,487,470,488,380,444,0,365,978,1096,605,20,1012,1568,24,366,312,614,796,468,3
20233,D,발달상권,3120177,신논현역 1번,541905529.5,703611409,595742286.3,524346903,591883838,288285883,37794,224489125,63796758,43820854,51566772,49270598,41580295,38250606,37203129,26593629,5623030,22294790,105476409,66182232,59521113,29188309,138922083,133684705,990479,70321815,103514048,46535989,34536952,16707507,29804,7990,5849,6056,6956,5509,5434,4607,3383,807,2625,14929,8154,7647,3632,19736,16862,117,9350,14573,6357,4088,2112,3
20233,D,발달상권,3120191,학동역,2167816594,2259618929,2362672651,2222070050,2265225455,2376967883,312738,2021699641,355268242,430443003,384702324,423592243,377130396,405831675,200430722,154837520,2055495,395400510,1076221852,518464653,317291766,67533607,863177682,1025238857,10396504,550030643,685068124,312142388,215273526,115505353,268151,44587,57268,52395,57561,49430,51497,25794,18793,270,65567,139762,70711,33522,2906,121697,153419,1821,89086,100717,39021,29587,14887,3
20233,A,골목상권,3110458,선일여고,134794354.5,184525271,183150373.3,177815228.5,171524536.4,177651007,37472,123859415,53791592,25026971,19796921,21531025,28448226,29056272,27824989,25966603,89196,32577841,49161830,58012192,31079562,6730386,62220120,115145531,10355213,34974644,34929591,54809887,31581386,10714931,25810,11662,5364,4626,4994,5115,5711,6326,5336,17,7749,9736,10791,7717,1462,15838,21619,2761,6787,8299,10037,7054,2519,3
20233,A,골목상권,3110824,대방역 3번,117171587.5,148526886,168747895,127872068.5,143709418.8,141956571,22961,104890600,37065971,19314736,20197742,23373685,22370811,19633626,22330624,14735347,0,44467451,40812580,28891602,23608922,4176016,49615792,70598024,581229,21860778,27095144,35032342,25760210,9884115,16867,6094,3344,3473,3346,3445,3259,3686,2408,0,7963,6612,4390,3478,518,9210,12524,137,4559,5378,6135,4150,1374,3
20233,R,전통시장,3130035,방산종합시장(방산시장),332563342,350383696,341462916,306862270.5,333778596.1,343562554,33594,278504063,65058491,48367872,64614142,53304745,56585604,55631700,41032087,24026404,3546612,48794949,124843833,73580789,50807322,41989049,163329201,108338079,731967,56010222,64440497,51605559,66944394,31934643,26971,6623,5259,5548,5382,5188,5594,4281,2342,24,7244,13850,8410,3747,319,19147,11729,88,5922,7811,7517,6214,3320,3
20233,R,전통시장,3130086,서울약령시장,9000000,9000000,9000000,9000000,9000000,9000000,1676,7765371,1234629,1402425,1449317,1531558,1869751,1512320,997401,237228,0,3801142,2938253,1924162,336443,0,4266966,4405306,0,2481655,2218719,863948,1563980,1543969,1516,160,305,271,340,329,271,131,29,0,973,416,243,44,0,774,894,0,655,483,158,176,197,3
20233,A,골목상권,3110355,삼양사거리역 2번,21758947.5,21689105,21636335.67,22181588.5,21796476.56,21000000,2679,12265001,8734999,0,2542977,3686559,2758362,3277103,5071012,3663987,0,3824464,5505424,4979191,6270943,419978,6499945,11956125,36210,2907318,5349036,2544292,4736258,2882959,1604,1075,0,374,436,401,393,595,480,0,546,664,677,742,50,1071,1460,5,444,905,331,480,365,3
20233,A,골목상권,3110690,오류2동버들시장,29989041.5,37301952.5,44214723,35319491,37540571,60595294,11038,43156481,17438813,7415132,10552474,9160161,8173399,7855315,8402139,9036674,0,16493235,20624932,13181642,10295485,0,23508101,28740111,1090214,8875476,13478041,12662696,9664638,6477148,7519,3519,1414,1620,1579,1469,1437,1829,1690,0,2784,3412,2621,2221,0,4315,6398,245,1873,2905,2760,1762,1170,3
20233,A,골목상권,3110905,방배노인종합복지관(이수중학교),86289907.5,150000000,143878733.7,103208676.5,123403707.7,131636201,15384,69792739,61843462,8206746,9307416,12197476,20249742,19831359,30696447,31147015,0,0,30960351,47116374,53559476,0,46512503,85123698,1964493,35278941,53361141,26330734,11510286,3190606,7788,7596,902,1029,1416,2317,2124,3476,4120,0,0,3348,5599,6437,0,5109,10275,258,4330,6009,3103,1360,324,3
20233,A,골목상권,3110043,충무초등학교,82588075.5,102807966,107767391.3,86570347.5,96359439.11,83124723,14730,69657842,13466881,14986866,12733080,13203027,12631526,16103343,8106368,5360513,0,9384386,38331400,19482820,14995211,930906,41139256,36366830,2052777,24953919,21252578,11810482,10965373,6470957,11867,2863,2657,2358,2277,2316,2259,1665,1198,0,2603,5856,3104,2984,183,7351,7096,497,5567,3604,2279,1935,565,3
20233,A,골목상권,3110045,동대문역사문화공원역 5번,2662185,4159803,5037661.333,4323423.5,4155978.556,6511735,831,4057429,2454306,599047,891418,520367,787703,1258894,1931257,523049,0,1608488,2320190,1173060,1409997,0,2610066,3901669,0,521653,1155255,1676046,537202,2621579,553,278,71,143,72,98,169,197,81,0,171,275,144,241,0,370,461,0,64,146,154,72,395,3
20233,A,골목상권,3110115,상왕십리역 3번,98783167,102698370,106494666.3,111392712,105025833,125571197,15742,92585788,32985409,19855923,18315831,15584923,16285387,22543724,20298063,12687346,0,14816170,45323991,31645962,30898006,2887068,47004020,63826074,575840,23149562,27836066,24086711,25345376,9836534,11667,4075,2214,2428,2173,2295,2557,2343,1732,0,2759,5248,3949,3402,384,6604,8633,100,3637,4466,2841,2964,1232,3
20233,R,전통시장,3130205,신곡종합시장(신월6동 골목시장),53751370.5,58872075.5,66570587.67,55095075,59460978.33,70093125,15179,45477218,24615907,8914039,8232879,8522765,9295807,10511728,14495597,10120310,48898,11354305,20083389,18466866,17859982,2279685,29256222,39715540,1315936,11676564,17408871,20054175,14027828,4488387,9912,5267,2173,1843,1894,1963,2039,3081,2186,4,3152,4348,3942,3440,293,6968,8135,265,2657,3823,4124,3300,935,3
20233,A,골목상권,3110273,장스여성병원,19781746.5,22850578.5,33678551.67,22068742,25604198.78,24446511,5010,20804979,3641532,4820741,4337754,3299714,3699036,4647734,3641532,0,0,12373804,5267942,6264273,540492,0,6311558,18134953,60377,2038585,7868982,8468527,3025998,2984042,4147,863,840,938,740,741,888,863,0,0,2714,987,1210,99,0,1367,3643,50,380,1746,1620,835,379,3
20233,A,골목상권,3110565,홍익대,35569726,40380952.5,94694384,109710977.5,77479592.25,189113280,21275,109921086,79192194,23403079,13289664,14875569,27436785,30915989,46635619,32556575,0,1858783,41714484,78926888,62163484,4449641,48689013,132735914,10897746,99143644,31960014,20831902,13727258,4864363,12816,8459,2394,2162,2060,2907,3293,4880,3579,0,318,6132,8178,6320,327,6302,14332,1644,9531,4128,2787,1997,547,3
20233,A,골목상권,3110837,숭실대입구역 1번,243653708.5,283197896,271880118.3,274550198.5,268715995.7,267038301,43306,188078980,78959321,29672257,37063589,41409603,39074098,40859433,45104426,33854895,237975,29321524,101773801,73544249,54269282,7891470,97490631,154485892,4833758,47485105,50040506,59769506,60178685,29668963,30395,12911,5913,5777,5956,6206,6543,7292,5619,70,7271,12587,11448,10099,1831,18457,24307,1047,10595,8936,9051,8807,4327,3
20233,A,골목상권,3111079,둔촌고등학교(둔촌중학교),0,0,5033027,3092187,4062607,5033027,583,4849858,183169,792485,1144618,982381,942011,988363,183169,0,0,1487031,2163634,1288909,93453,0,2689252,2108272,0,59810,871176,1589397,1465765,811375,554,29,106,150,97,112,89,29,0,0,172,240,157,14,0,295,274,0,7,104,181,161,113,3
