기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,1분기_평균,2분기_평균,3분기_평균,4분기_평균,3개년_총평균,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00~06_매출_건수,시간대_06~11_매출_건수,시간대_11~14_매출_건수,시간대_14~17_매출_건수,시간대_17~21_매출_건수,시간대_21~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,QUARTER_NUM
20244,D,발달상권,3120087,응암역,360099414,368906486.5,284921669,273025282.5,317647485.9,362435809,48327,235519149,126916660,41136478,47690558,49649082,49489656,47553375,66520488,60396172,0,32769425,93376379,85745397,123161818,27382790,132317020,229124736,6944133,84215201,97086281,74654912,67481431,31059798,32109,16218,6189,6393,6449,6385,6693,8569,7649,0,5931,12718,11860,14581,3237,18638,29680,1011,12053,13122,9629,8732,3771,4
20244,A,골목상권,3110698,개웅초등학교(개웅중학교),12187293.5,14994518.5,8335551.333,9970076.5,11034492.33,9962425,1068,8618381,1344044,1807571,794263,1321704,2027854,2666989,1344044,0,0,1023856,3733659,2606178,2416299,182433,2745794,7216631,93078,0,827150,1239796,3396719,4405682,919,149,218,131,173,193,204,149,0,0,80,267,324,373,24,334,734,19,0,119,180,429,321,4
20244,A,골목상권,3111075,굽은다리역 2번,219785702.5,209748015.5,219670463,200921814.5,213324717.1,200808521,22704,134106674,66701847,26858532,26106214,23939329,27426610,29775989,35314250,31387597,14726659,17108346,50606231,41579315,47208908,29579062,92799237,108009284,2478980,44008489,65648514,44240907,28966936,15464695,15236,7468,2990,3116,2801,3079,3250,3855,3613,1805,2223,5204,4940,5434,3098,10566,12138,331,5386,7124,5224,3161,1478,4
20244,A,골목상권,3110064,효창공원앞역 2번,140599859.5,156053099.5,138384097,130557715.5,141063737.8,153552426,17835,107099196,46453230,19311006,22141614,21717982,24597267,19331327,25990762,20462468,4949,40234011,43115876,43431082,24819735,1946773,38978638,101051476,1241040,38930699,48520832,24366049,18300745,8670749,12758,5077,2519,2642,2644,2649,2304,2894,2183,6,5441,4811,4680,2693,204,4096,13238,121,5004,5958,3328,2180,742,4
20244,A,골목상권,3111074,명일역 1번,49260492.5,43486348,47813210,55658153.5,48916624.22,48001967,6098,34382951,13619016,7257167,6607193,6928439,6380557,7209595,8172265,5446751,0,2627163,14212331,13664985,13954159,3543329,20646501,26232975,776616,4699102,11262302,6945580,10322738,12873139,4335,1763,935,851,882,795,872,1015,748,0,471,1673,1785,1698,471,2680,3322,87,666,1711,1028,1372,1138,4
20244,D,발달상권,3120002,서촌(경복궁역),3980016648,4614251833,3910999406,4290440556,4166935144,4387760502,332605,2732223564,1655536938,456679545,518484315,598894046,593005114,565160544,956103987,699432951,0,300240148,1460560480,1719557005,865924740,41478129,1287129394,2763817918,39660158,1215932614,1186404305,643049143,608915783,356985306,212724,119881,36151,41292,45466,45736,44079,67238,52643,0,30648,106548,129007,63450,2952,103273,213521,3457,93244,95458,48688,52639,23308,4
20244,D,발달상권,3120210,선릉역,6451931202,6966918994,6966398022,5138872311,6446071009,4888146403,558844,4266229727,621916676,834026905,952990273,785026619,810362043,883823887,403635436,218281240,52894247,869290236,2055366709,901507491,805879651,203208069,1973202092,1683781124,39414994,562033079,1154619497,821437537,657028119,422449997,491846,66998,98205,105949,91026,96134,100532,41986,25012,2350,154241,222471,98234,66772,14776,253761,224926,7122,83300,159411,101115,80575,47168,4
20244,D,발달상권,3120007,북촌(안국역),5071121867,7374700372,5976361149,5720688536,6029122777,6447866080,580739,4376433426,2071432654,710966508,907658155,874953406,909853028,973002329,1198417546,873015108,0,831848736,2196055981,2137616833,1143777490,138567040,2026812899,3826294819,62453908,1810012870,1714740850,1035645419,800283087,429971591,423961,156778,74549,87054,84563,87124,90671,90160,66618,0,130912,196827,167595,79231,6174,216326,330441,6190,154039,171404,103429,74758,36949,4
20244,A,골목상권,3110303,성신여대입구역 1번,43558022.5,56464891,39712191,52321005.5,47091601.22,62126952,7689,47444860,14682092,7679284,10076919,11839315,9633522,8215820,5814176,8867916,150917,9302841,18950258,17306965,14668094,1747877,13132339,48994613,2424042,29662300,13133800,4936638,9226222,2743950,6580,1109,1251,1407,1580,1312,1030,507,602,11,1643,2691,1808,1379,157,1546,6143,356,4142,1185,390,1290,326,4
20244,A,골목상권,3110839,숭실대입구역 4번,674658637.5,967339771,894842668.7,1030400882,892147398.4,968852555,232812,750334209,218518346,163588540,152376034,152687032,156341569,125341034,131895778,86622568,0,138667211,359894384,256577709,198532244,15181007,457423021,503089919,55550305,425065923,127060458,115784379,203029087,34022789,189137,43675,42479,38491,38386,37239,32542,26267,17408,0,45000,86699,57311,41393,2409,114494,117691,13066,111641,27736,21589,50423,7731,4
20244,A,골목상권,3110435,서울과학기술대,188324086.5,274014958,223615892.3,254344158.5,233801564.8,245599119,50685,177632035,67967084,34311474,37824216,33731681,38258779,33505885,35714305,32252779,0,26421152,95482097,55048964,55262797,13384109,113211780,116452109,9835896,98294023,36742797,35533223,38634260,10623687,37085,13600,7626,7753,7520,7451,6735,6911,6689,0,7167,18819,10993,11692,2014,25225,24330,2357,24041,7114,6198,8092,1754,4
20244,D,발달상권,3120090,연신내역,598329450,701585185.5,696539433,639356870.5,663129034.6,676972403,126585,455523639,221448764,74890541,103599340,88165872,95128056,93739830,119975744,101473020,11908491,111117974,188020151,180706489,142538347,42680951,324065419,324211387,9159913,154352166,160102522,119885216,123556782,81220204,85167,41418,15281,18581,16778,17076,17451,22586,18832,2231,23356,33916,33505,26390,7187,63934,61269,2192,30238,32580,22113,21764,16317,4
20244,A,골목상권,3111080,굽은다리역 3번,825512896,974638265.5,843348935.3,813698464,861971784.1,863400943,88732,338347440,525053503,34650596,56581081,81328611,75732835,90054317,166385438,358668065,0,286960317,270191846,211288181,92861946,2098653,328522978,525454118,895265,56627383,138602391,190936028,263688750,203227278,34462,54270,3967,5519,8919,7014,9043,15588,38682,0,28994,28592,22379,8561,206,34279,53991,180,6836,16082,20762,23480,20929,4
20244,A,골목상권,3110272,신내1동주민센터,839193932,972346025,1005684366,844299714,925414715.7,889015255,118177,615355289,273659966,114863751,122838769,113209230,137377346,127066193,135230967,138428999,32880976,84766378,253580092,203497186,217931829,96358794,381259822,471566508,37124805,135242151,154776767,178135355,180996266,166550983,82533,35644,16592,15864,16042,16556,17479,18323,17321,3679,13766,31533,28614,28051,12534,50856,64661,6361,22107,22126,23518,23315,18089,4
20244,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),101196954,103718890.5,125932385.3,141615274,118984377,80355217,13292,48388106,31967111,9081791,12455957,9466089,7878018,9506251,15677199,16289912,3711200,3802374,24022405,25823275,16998293,5997670,34737821,42242397,438686,26121925,28790495,10371167,8268840,2989106,7834,5458,1524,1922,1506,1427,1455,3010,2448,336,733,4050,4318,2858,997,6568,6526,63,4269,5606,1798,938,418,4
20244,A,골목상권,3110017,정독도서관,83575522.5,88078154,80963623.67,95023373.5,86249441.22,56534679,2144,29935112,26599567,8958763,1819840,4819665,7439736,6897108,17467131,9132436,0,365630,10428760,28901375,16838914,0,22452736,33059842,327889,12275130,16513694,8298518,12310326,5787021,1164,980,341,67,183,291,282,640,340,0,17,366,1138,623,0,825,1286,26,478,607,316,479,204,4
20244,A,골목상권,3110302,보문역 8번,91503904.5,102133642.5,100412160.7,100300816.5,98790356.56,99758383,9588,59625086,40133297,12803855,14369832,10679278,6256320,15515801,18836268,21297029,627260,6990805,33749860,30909477,18214964,9266017,41424205,58334178,527626,18347496,23586406,15434226,22733067,19129562,6362,3226,1286,1495,1312,899,1370,1641,1585,19,842,3284,3020,1834,589,4276,5312,64,2242,2213,1272,2271,1526,4
20244,A,골목상권,3111030,방이역 2번,115802000.5,127504235.5,138297462.7,121157240.5,127091037.9,113397500,19943,84869510,28527990,14777177,17977134,16512833,20197396,15404970,16888733,11639257,0,21185189,46605774,31342985,14243358,20194,46559699,57579020,1104547,17751556,27672898,20910059,18683104,18016553,14616,5327,2786,3229,2746,3060,2795,3022,2305,0,4488,7512,5547,2390,6,9230,9105,292,3255,5174,3697,3232,2689,4
20244,A,골목상권,3110532,아현역 2번,1761919,1356392.5,2139606.667,1806934.5,1807701.333,1880140,49,1730524,149616,136947,87369,1506208,0,0,149616,0,0,0,1387386,174953,176263,141538,188932,1637039,0,87369,0,0,136947,1601654,37,12,7,4,26,0,0,12,0,0,0,12,16,12,9,16,29,0,4,0,0,7,33,4
20244,R,전통시장,3130146,쌍문시장(쌍문역골목시장),286228489,322043349,330049793.3,302399481,312388002,300185663,51550,202944696,97240967,35810325,43489179,42159810,39426884,42058498,54884273,42356694,0,33934500,81703140,77452070,91567265,15528688,121509704,174559677,4643741,54988123,79780071,56827260,54573026,45257160,35898,15652,6785,7708,7090,6825,7490,8762,6890,0,8320,13995,13090,13655,2490,22666,28661,827,10469,14409,10109,9108,6406,4
20244,A,골목상권,3110228,장안근린공원,18715661,21952310.5,22751361,18985647,20840146.67,15265321,2980,11101435,4163886,1772447,2486425,2187994,2677193,1977376,2111977,2051909,0,2920552,5519430,4228462,2596877,0,5124198,7478888,59256,1404317,2068464,1891628,4102038,3077382,2111,869,226,540,423,556,366,421,448,0,550,1032,894,504,0,1206,1412,19,367,483,442,583,723,4
20244,A,골목상권,3110789,대림성모병원,165028099,203886153.5,155119114.3,233199689.5,185509469.7,247332134,12136,207539389,39792745,32152882,48848091,44753894,49045080,32739442,14850696,24942049,0,40872193,39317840,41875759,76738437,48527905,160707797,71913353,650384,18521448,33124703,24138787,147071912,9113915,9490,2646,1805,2420,1881,1709,1675,1495,1151,0,4297,3502,2199,1856,282,3766,7764,55,2119,3839,2357,2469,691,4
20244,A,골목상권,3110237,메가박스 상봉,149920052.5,166330086,181328167,163492518,167052201.6,155173139,21914,98949467,56223672,14136318,22240102,22007875,20714978,19850194,27684736,28538936,742469,20205372,51472039,39749435,37467287,5536537,74436678,73171160,2302099,20199855,34282163,25008648,35006570,30808503,14786,7128,2242,3335,3260,2988,2961,3547,3581,77,4008,6603,5751,4761,714,10834,10510,277,3726,5152,3472,5208,3512,4
20244,A,골목상권,3110319,종암동주민센터,21000000,21000000,21000000,21000000,21000000,21000000,2146,10976030,10023970,1421100,1755343,2758731,2604501,2436355,4890357,5133613,0,20790,5888933,10595320,4494957,0,5694891,15305109,243217,9091483,6109511,2232908,2757940,564941,1117,1029,152,189,260,250,266,460,569,0,5,578,1080,483,0,584,1562,38,1014,577,193,284,40,4
20244,A,골목상권,3110333,돌곶이역 5번,47986995,52082588.5,53247571.33,51146693,51352807.44,44416295,6897,33160397,11255898,5579887,7994273,5529180,6989145,7067912,5757908,5497990,0,9253550,15421395,11594785,7354368,792197,14102358,28791970,250634,5915506,10959160,11762138,7982316,6024574,5367,1530,981,1269,956,1002,1159,900,630,0,1851,2359,1637,939,111,2314,4496,45,1084,1852,1974,1173,685,4
20244,A,골목상권,3110991,삼성중앙역 5번,28179999.5,7638616.5,21450848,20931153.5,19550154.38,36486155,287,33609914,2876241,398731,30249818,1061791,1057310,842264,2876241,0,0,0,2786639,32745249,954267,0,1959995,34526160,0,0,1470667,2137835,32508318,369335,269,18,27,63,80,45,54,18,0,0,0,188,72,27,0,94,193,0,0,65,165,28,29,4
20244,A,골목상권,3110022,경신고등학교,79838216,85208144.5,94482792.67,94366563,89141580.56,83182212,8169,59112949,24069263,15226998,9427105,10643873,11718319,12096654,9928916,14140347,0,7127178,35255783,24227906,16471043,100302,29029698,47001615,1068386,12874249,13539587,18022164,12026314,18500615,6251,1918,1445,1133,1129,1314,1230,996,922,0,912,3308,2619,1318,12,2872,4874,176,936,1399,1854,1547,1836,4
20244,A,골목상권,3110360,수유초등학교,13845337.5,11210414.5,5714393,13007060.5,10363200.44,23910560,1095,9534836,14375724,452747,3254168,2263193,1057359,2507369,6305076,8070648,0,401609,8595054,6175419,8649156,89322,20964289,2946271,0,919444,2585572,1798036,1497834,17109674,680,415,75,218,184,164,39,177,238,0,76,458,391,156,14,666,429,0,148,444,218,177,108,4
20244,A,골목상권,3110120,서울숲카페거리,33000000,15759472.5,28481180.33,20662212.5,23910863.88,8324425,990,5057173,3267252,647497,1581529,617727,1153586,1056834,2262516,1004736,0,238160,468877,3040257,4309201,267930,1562923,6761502,558187,5719554,1101488,498647,409337,37212,617,373,82,179,74,141,141,246,127,0,37,67,365,491,30,194,796,74,649,141,67,52,7,4
20244,A,골목상권,3110662,까치산역 1번,7727651.5,14576117,14614022.33,8261948,11663722.22,2275907,420,1770061,505846,179103,390478,274303,388866,537311,505846,0,0,149253,623637,815647,687370,0,1319075,810000,20169,738198,715608,357401,230737,66962,339,81,49,73,48,64,105,81,0,0,16,138,145,121,0,242,145,8,120,121,72,56,8,4
20244,R,전통시장,3130219,까치산시장,127414501.5,164495246.5,179515166,133825520,154446226,150311004,33369,97670217,52640787,19184806,23605045,18285260,17504819,19090287,30558682,22082105,1112691,19772951,44711204,44349607,29821808,10542743,61101678,83206842,497822,32071893,51426316,32018580,18919827,9374081,21816,11553,4296,4951,3883,4208,4478,6774,4779,260,6049,9094,8554,7000,2412,14950,17427,130,6975,11409,6613,4696,2552,4
20244,A,골목상권,3110362,우이천 계성교,15305371.5,11321069.5,15255334.33,13375031.5,13974327.56,12953643,1953,4840815,8112828,1181261,1060584,0,1124356,1474614,1922001,6190827,0,1110620,6290901,2979642,2510670,61810,4350124,8603519,0,5552107,3247562,1071616,1510918,1571440,677,1276,186,167,0,118,206,304,972,0,206,883,461,383,20,738,1215,0,836,519,158,190,250,4
20244,A,골목상권,3110699,덕의초등학교,43467553.5,47704677,47563130,43441312,45768497.22,52781054,4382,37682893,15098161,7658811,7723570,8109505,7400032,6790975,10117337,4980824,0,5863474,15663099,21699942,9109135,445404,15275475,32687789,104135,4829022,11057850,15141595,8476167,8354496,2984,1398,588,567,631,625,573,905,493,0,440,1611,1794,503,34,1372,2837,17,652,919,1144,829,643,4
20244,D,발달상권,3120063,청량리역(청량리),459197897,597448983,592686731,486986510.5,540591886,483015621,104913,336799479,146216142,63147992,69358927,64216270,67881751,72194539,78704261,67511881,0,82612625,165414746,118036154,97510803,19441293,252983710,218233662,5287903,92235945,106636338,104013328,85498282,77545576,74481,30432,14383,15259,14022,14580,16237,15862,14570,0,22608,32995,24732,20931,3647,55196,48177,1218,22395,25601,21334,18712,14115,4
20244,R,전통시장,3130311,새마을시장,244366744,281782020.5,303215950.3,264506279.5,276773104.3,239209128,52067,151070971,88138157,26812175,30232697,31961874,29771471,32292754,47358448,40779709,0,36655947,58963151,70339589,62474972,10775469,117410384,121798744,8978567,55910834,58082585,53788343,42276637,20172162,34445,17622,6759,6790,7018,6741,7137,9506,8116,0,10797,12793,13876,12424,2177,26094,25973,2034,11257,12285,11951,9950,4590,4
20244,A,골목상권,3111036,투구봉어린이공원,26317088.5,26231614.5,31381630,24892908.5,27669790.33,21359592,3032,15047131,6312461,3322724,2747284,3721016,2053174,3202933,3081584,3230877,0,1506771,8317525,6067579,5221458,246259,10536432,10823160,511916,1530318,5429383,3934066,6858293,3095616,2184,848,543,417,480,299,445,424,424,0,196,1090,890,814,42,1384,1648,114,214,822,454,1108,320,4
20244,A,골목상권,3110232,동대부고,120044392.5,135983612.5,130088377.7,126648337,128401979.7,122960363,18661,93208163,29752200,17144860,18776795,17287564,17307977,22690967,17346276,12405924,0,24114076,40114130,36089957,20869014,1773186,52061950,65873069,1470358,11541003,29590389,40528027,21459795,13345450,14007,4654,2491,2949,2732,2746,3089,2893,1761,0,4433,6146,5204,2669,209,8395,10056,426,1961,5222,6087,3018,1739,4
20244,A,골목상권,3110651,화원중학교,108497955,122248575,116475189.7,119658749.5,116692903.1,114945745,14929,71920288,43025457,5273336,18503673,16869280,16882558,14391441,24261384,18764073,0,82759,39121098,34736211,38105005,2900672,47752647,64936438,1069333,18261517,36944400,21021865,21126654,14265318,9805,5124,856,2253,2432,2121,2143,3226,1898,0,9,4820,4854,4837,409,5947,8907,145,2592,5697,3163,1760,1498,4
20244,R,전통시장,3130051,동화동 골목형상점가,101361782.5,85741241.5,108591713.7,103121540,100691585.4,103833362,12842,52961648,50871714,8299067,14249661,10410333,7879508,12123079,24456634,26415080,1146785,12441505,28219529,32914345,26476261,2634937,40758181,61993160,1685984,29414968,28492370,15822357,16132883,11202782,7915,4927,1442,1862,1566,1429,1616,2522,2405,329,2506,3379,3253,2827,548,6311,6429,195,2405,3521,2533,2458,1626,4
20244,A,골목상권,3110943,법제교육센터(버들어린이공원),86481845.5,95579143.5,84134565.67,92842394.5,89134496,95710298,7993,74310807,21399491,12552363,15346173,12920923,19217063,14274285,12961948,8437543,0,10347737,47848002,25192303,11181921,1140335,45521169,26929556,20801,5605173,15869734,13651714,25568689,11734612,6490,1503,1230,1361,1260,1443,1196,821,682,0,1232,3555,2133,1049,24,3796,2848,7,740,1751,1423,1767,951,4
20244,D,발달상권,3120010,원남동사거리,270642953,391188892,494544247,328966550.5,385025503.6,303636800,45530,295869808,7766992,66273005,58250704,55615404,58178589,57552106,4119210,3647782,0,119337232,152975424,28073133,3251011,0,79994664,81978144,205564,24036158,48936415,47685538,29379724,11729409,44522,1008,9451,9804,7871,8800,8596,489,519,0,24380,17204,3436,510,0,15950,16909,46,5189,9500,9930,5586,2606,4
20244,A,골목상권,3110330,돌곶이역 1번,36549731,33078758,33464267.67,34068403,34198509.67,35960065,5655,28671947,7288118,4217942,6914982,4315895,6619930,6603198,4296167,2991951,0,4702445,15531424,7117983,8572716,35497,21013623,11260240,8798,7444874,10579963,5019690,6233694,2986845,4501,1154,769,975,801,814,1142,691,463,0,983,2462,1219,981,10,3111,2158,4,1608,1239,890,1047,482,4
20244,A,골목상권,3110464,연신내역 5번,65473574.5,89219178.5,72411806.33,83849262.5,77146605.56,59775714,6397,40954733,18820981,7530436,6819925,10124442,8084624,8395306,8364273,10456708,0,1952532,11360426,17173542,24302319,4986895,21618772,33671680,4453542,18174261,13774070,8810789,6387725,3690065,4523,1874,925,782,985,771,1060,868,1006,0,298,1387,1854,2415,443,2251,3814,512,1966,1434,992,824,337,4
20244,A,골목상권,3110853,KT구로지사,57892512,61486035,58201887,61705640.5,59641559.56,57280983,6012,47786461,9494522,11774715,10713512,8264386,8682544,8351304,9448592,45930,0,7488690,26641945,17491588,5658760,0,21380757,26275947,0,15344671,19668391,4821795,3667592,4154253,4866,1146,1020,941,1046,1015,844,1134,12,0,953,2748,1863,448,0,2341,3048,0,1589,2394,451,458,497,4
20244,A,골목상권,3110548,마포구청역 4번,101247616.5,115096714.5,127571415.3,111247426.5,115321973.4,101404618,17977,68839573,32565045,11814644,12159401,16965860,13513258,14386410,16275440,16289605,0,25832758,36795122,28678912,10097826,0,41391495,53123980,251503,15016514,31593195,27690357,12962488,7001419,12225,5752,2134,2292,2906,2321,2572,2971,2781,0,5291,5997,4804,1885,0,7688,9535,41,2761,5801,4970,2505,1145,4
20244,A,골목상권,3110003,세검정초등학교,25861030.5,41808878,34912795.33,30427742,33437076.33,30580207,4031,19665115,10915092,2452429,3233993,3402927,5456197,5119569,6429873,4485219,0,3521322,13928396,10016147,3114342,0,14719773,14073609,285340,2333038,3319983,4978770,5607216,12269034,2503,1528,418,459,547,467,612,812,716,0,646,1657,1236,492,0,2035,1753,67,432,550,733,941,1065,4
20244,A,골목상권,3110355,삼양사거리역 2번,21758947.5,21689105,21636335.67,22181588.5,21796476.56,23363177,2791,14056240,9306937,465117,3950051,3416484,2858184,3366404,4412341,4894596,0,3448205,7909115,5959131,5871209,175517,9713776,13649401,22915,2210595,3311277,4402170,5890775,7525445,1740,1051,20,494,407,385,434,491,560,0,493,950,734,585,29,1242,1549,6,345,428,555,645,812,4
20244,A,골목상권,3110570,KB국민은행 서강지점,615539438,613768109,621479525,621059816,618352589,621000000,75326,476627444,144372556,97406506,102296518,79701137,96664167,100559116,69589401,74783155,0,122134154,214932360,152015124,119944947,11973415,223591495,332771043,3421877,56521015,124211006,154503649,115467353,102237637,59712,15614,12369,11371,10642,12367,12963,7961,7653,0,17682,23531,17897,14551,1665,26976,42030,417,7727,18264,21246,11916,9434,4
20244,A,골목상권,3110639,신방화역 8번,12142424,11764351,15859521.33,13144393,13520100,12138315,1435,11820763,317552,1591119,2646138,2476530,2277031,2829945,298872,18680,0,2167943,3281242,2176162,1464473,3048495,6750831,4152395,0,1025276,2540442,1641679,2912696,2783133,1427,8,243,323,270,299,292,4,4,0,490,576,306,21,42,618,795,0,172,527,362,223,129,4
20244,D,발달상권,3120198,구역삼세무서,2299869868,2500838417,2536891981,2368378430,2438761041,2389815846,318035,2060127859,329687987,394530307,451429875,385020218,417555730,411591729,176204054,153483933,53664995,397853253,1065129984,409018402,319422398,144726814,913734695,910927673,12229753,371343075,691896839,387717637,252920369,108554703,276065,41970,54982,58248,52657,54226,55952,21760,20210,6673,75457,128350,54963,36441,16151,142630,136943,1418,60884,110749,56321,34975,15215,4
20244,D,발달상권,3120067,장안동사거리,788888756,907536488.5,982896325,835203801,890216340.7,906775357,152020,609113798,297661559,112397109,128212899,118512394,119598785,130392611,157032489,140629070,4872408,117154773,265720578,214957023,240437747,63632828,394138506,474816585,12527186,128584556,236154002,220737721,170250188,100701435,104194,47826,19893,21464,20949,20391,21497,25623,22203,339,29650,42705,35887,34934,8505,75819,73633,2369,24119,42770,38612,26988,14593,4
20244,A,골목상권,3110396,쌍문역1번(쌍리단길),632756186,686434219,707878071.3,641223886.5,671606977.4,763520799,121586,529201858,234318941,100276811,127009128,97243440,94676285,109996194,115678486,118640455,0,91005620,186405619,208318341,238843740,38947479,275514191,469296941,24315437,181667296,186935373,133154317,135115524,83623184,84005,37581,16717,17855,16075,16171,17187,19127,18454,0,19358,31192,33556,32127,5353,49336,71443,4190,30601,30784,21682,20967,12555,4
20244,A,골목상권,3110994,개포고등학교,112854328,223928225,182826668.3,131932428,165101107.4,145890201,34231,96763039,49127162,19701899,19460883,17870388,19521921,20207948,28085838,21041324,0,26097975,45057789,41217449,29292017,4224971,78088251,62469694,4292986,19784247,31865184,45299226,26853329,12462972,22673,11558,4842,4476,4036,4540,4779,6486,5072,0,6382,10257,9434,7164,994,18369,15033,984,5363,6887,10356,6287,3529,4
20244,D,발달상권,3120083,등나무근린공원,995009345.5,1192606030,1198129887,1008037757,1109521770,991777332,216250,629054939,362722393,98937381,129935288,130982409,132248389,136951472,193008928,169713465,6221668,139574201,320566352,305055984,175829641,44529486,427844032,552206569,23130828,136780544,205999990,236006477,237420519,140712244,139919,76331,23091,28677,28382,29287,30482,40384,35947,897,37521,69244,64696,35791,8101,98632,117300,5027,28847,43336,49755,52709,36258,4
20244,A,골목상권,3110939,양재역 8번(양재동우체국),681365126.5,737136259,738259683.7,711508081,719421998.2,700052117,78448,654521743,45530374,124998023,142793524,117306032,141196069,128228095,33869247,11661127,0,101015138,422569271,105687717,69418024,1361967,211907033,259841615,652545,72148762,168821566,107125189,70074845,52925744,72398,6050,14562,15129,13298,14794,14615,4069,1981,0,18867,42661,12353,4422,145,30767,32439,104,9833,23788,13618,10462,5405,4
20244,A,골목상권,3110936,더케이호텔(양재리본타워2단지아파트),443637488.5,621425432.5,601899554.7,713445996.5,595857388.8,809631914,44251,740158405,69473509,116778999,149428036,117318052,195199561,161433757,42396651,27076858,0,79409931,566547982,72930210,33842746,56901045,166442371,268799903,358751,39731873,106522822,127527300,71399415,89702113,39530,4721,7084,7944,7725,8048,8729,2777,1944,0,8975,27738,5978,1529,31,14655,17759,62,3851,10210,11053,5086,2153,4
20244,A,골목상권,3110826,장승배기역 4번,53883663.5,63183005.5,71600892.33,63484830,63989519.44,74493262,4668,42749070,31744192,1234237,8821447,10331234,12019182,10342970,18284372,13459820,6647201,1841304,14471215,11808125,23463550,16261867,32968739,38000235,937599,14783470,28741276,6282238,8097518,12126874,2961,1707,141,733,761,681,645,893,814,99,237,1474,1288,1214,356,2082,2458,11,950,1907,452,584,638,4
20244,A,골목상권,3110109,금호삼성래미안아파트,46955347.5,36917962.5,29636453.67,31897724.5,35605714.44,35781331,2597,20027394,15753937,2352326,4459852,4281843,4845694,4087679,7604053,8149884,0,0,13268338,19056576,3456417,0,11647516,22415859,161694,6964635,16515826,6362486,3509211,549523,1470,1127,180,342,329,334,285,536,591,0,0,933,1334,330,0,808,1696,19,503,1213,471,252,44,4
20244,A,골목상권,3110634,송정역 3번,35455532,39380593,34745389.67,35313664.5,36059527.56,42204621,4307,27979971,14224650,4913912,6838875,5253857,6520423,4452904,8268926,5955724,0,4423569,16022313,11921615,9837124,0,14170416,22866508,209282,10513926,12006574,4234601,4882080,5190459,2797,1510,545,671,448,569,564,829,681,0,501,1512,1310,984,0,1732,2434,24,1112,1520,484,449,577,4
20244,A,골목상권,3110040,중구회현체육센터(정화예술대남산캠퍼스),93697622,127567145,155731398,127050755.5,129313915.4,119182676,12829,116865652,2317024,21743996,24623210,21800588,26323572,22374286,1967727,349297,0,12118448,93087976,13147827,828425,0,54586399,34713669,800282,8177497,34054002,26670769,11967876,7629642,12485,344,2519,2495,2462,2841,2168,274,70,0,1606,9328,1739,156,0,6379,4773,123,1282,3848,3476,1585,839,4
20244,A,골목상권,3110294,서경대학교,142055593,158637500,160175902,151207942,153814419.6,139401144,25328,91348943,48052201,16717319,17763673,20248599,19039880,17579472,25585265,22466936,1991046,16805777,37349716,34951885,36463358,11839362,64518314,73338779,2598903,36463267,28973141,25159757,26225576,18436449,16910,8418,3139,3401,3709,3431,3230,4401,4017,60,3823,7434,6747,6126,1138,11942,13311,520,6880,5196,4689,4580,3388,4
20244,D,발달상권,3120168,서울고교교차로,118189793,136735465.5,148718183.3,135447322,136322190.1,107119003,23710,89993401,17125602,17151577,19283752,17647375,17659239,18251458,11445763,5679839,0,30192957,41201810,24648139,11076097,0,60100955,37953386,5198705,15393841,24454632,24929775,22671771,5405616,20065,3645,3875,4357,3901,3919,4013,1983,1662,0,7965,7686,5535,2524,0,13606,9316,1479,4283,5326,5773,5013,1046,4
20244,R,전통시장,3130100,답십리시장,25707115.5,30080268.5,32582605,29676665.5,29852879.33,30326229,6078,20218754,10107475,2850859,3782153,4664697,3894845,5026200,4817907,5289568,0,6235424,10408833,8167652,5136991,377329,11082541,19243688,194773,5234356,8188789,6366197,8105891,2236223,4262,1816,627,868,931,868,968,931,885,0,1424,1976,1646,950,82,2030,4048,45,1153,1754,1236,1486,404,4
20244,D,발달상권,3120100,망원역,792544328.5,777977738.5,776876224.7,808430289.5,787614820.8,780708803,104732,534610628,246098175,87558820,120516709,103058655,109086737,114389707,137708592,108389583,6649434,91568566,179064004,211357536,231341943,60727320,266050212,461550381,7921697,246185431,205632352,126266694,99796942,41797481,74072,30660,13201,15327,14547,15066,15931,16905,13755,1101,18833,25722,25575,26329,7172,39471,61853,1161,31854,29401,17578,14368,6958,4
