기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
20241,A,골목상권,3110718,한국SGI본부,2637588,6,1391931447,342388457,169015644,117999924,161112371,229851639,58894998,43228274,211900717,57539423
20241,A,골목상권,3110719,영서중학교,2471990,6,408888604,93522497,51918894,32087859,47833495,73105797,20187871,11589589,61646996,16995606
20241,A,골목상권,3110720,대림역 2번,2554957,6,1357695927,405977358,159482458,92241782,197050882,202476468,46063653,42460446,156670769,55272111
20241,A,골목상권,3110721,가리봉파출소,2476601,6,1122978999,311864773,139391246,83190876,153719162,183280310,46516776,35263499,122138926,47613431
20241,A,골목상권,3110722,G타워,2510044,6,1974709303,451079715,255635583,187120878,183546883,329838331,88775918,71784743,315385138,91542114
20241,A,골목상권,3110723,가산디지털단지역 1번 출입구,2666322,6,553429611,184329048,64071891,40537144,87076030,74212649,17143858,19362901,43728509,22967581
20241,A,골목상권,3110724,금천구립가산도서관,2439952,5,1677282697,423568918,215978972,153161917,190410790,284583655,75061637,58472693,199549953,76494162
20241,A,골목상권,3110725,가산동주민센터,2486852,6,883320166,187871838,109873856,86380072,86756582,152813042,44368505,27732942,151228412,36294917
20241,A,골목상권,3110726,금천철쭉어린이공원(금하마을),2226276,5,765162670,253747357,86044544,54211753,124107926,99814640,22747099,26036734,68199260,30253357
20241,A,골목상권,3110727,독산역 1번 출입구,2564261,6,645782467,145988500,82231353,52794955,73059822,115066452,32904623,18934847,98374670,26427245
20241,A,골목상권,3110728,두산초등학교,2538562,6,499326947,116677581,64056386,39664079,58981288,80869738,23965118,15748994,77999329,21364434
20241,A,골목상권,3110729,가산동우체국,2306140,5,1944008149,498294848,247087771,174167588,231807310,328139649,85178212,65562293,225984040,87786438
20241,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),2492818,6,2003118891,507256213,245660750,155562353,244089242,336225245,78513297,62798023,287601232,85412536
20241,A,골목상권,3110731,금천구청역 1번 출입구,2381086,5,491136065,106755778,61372166,39692815,54588636,85343707,25528303,13325865,85538250,18990545
20241,A,골목상권,3110732,가산초등학교(세일중학교),2296315,5,2629109196,687171599,329933335,210034972,324058148,437281856,107516202,85568285,331015887,116528912
20241,A,골목상권,3110733,금천어울림복지센터,2668325,6,176214564,43877686,21403374,14586170,22234408,30312471,7660207,5238602,23747841,7153805
20241,A,골목상권,3110734,금천파출소,2102840,5,36451745,10674497,4125416,2746671,5367491,5429961,1199566,1152413,4337932,1417798
20241,A,골목상권,3110735,말미고개,2365984,5,2769962029,745543938,334874295,205366746,372204858,448289233,109903416,84437639,355545276,113796628
20241,A,골목상권,3110736,독산119안전센터,2314240,5,2143939702,583032189,258361199,154004438,292555029,353436227,77706072,65081224,269092721,90670603
20241,A,골목상권,3110737,금천세무서,2446199,6,1401946792,368686056,173974001,103570725,185835052,233980528,60663353,41473604,174985364,58778109
20241,A,골목상권,3110738,문성초등학교,2269506,5,1466230022,421207824,175147743,104233775,210113810,229305198,53356352,45058740,166848374,60958206
20241,A,골목상권,3110739,시흥3동 우편취급국,2251001,5,170883832,57607707,18456517,12083618,28650230,20157721,5638334,5599236,16607370,6083099
20241,A,골목상권,3110740,금천해태공원,2338975,5,2506007736,733863820,292414062,176227826,364515696,378658486,83328909,78413670,296152475,102432792
20241,A,골목상권,3110741,독산2동주민센터,2215615,5,1526480368,457958260,178110098,106587876,225277999,228607639,48049813,48963707,169554872,63370104
20241,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),2634684,6,105963339,28604659,13154895,7877936,14319192,17442322,4500725,3186078,12324615,4552917
20241,A,골목상권,3110743,시흥초등학교(시흥1동우체국),2398905,5,2313042808,678249072,270215078,161626974,336271775,347646444,77614869,72394278,275059888,93964430
20241,A,골목상권,3110744,독산동성당,2232430,5,3583350657,1049774956,423086113,257167781,526445085,545037583,129220039,111474052,395143516,146001532
20241,A,골목상권,3110745,독산동정훈단지,2183058,5,1190169992,349860620,139855351,84815446,172414263,178857327,39110111,37697088,137699038,49860748
20241,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),2223469,5,887828368,246897429,104808474,62267265,123901068,142643445,28918969,26800800,114205081,37385837
20241,A,골목상권,3110747,석수역 1번 출입구,2588584,6,548438825,144860819,67133442,41563832,75929567,92188050,22968949,16169520,64699821,22924825
20241,A,골목상권,3110748,백산초등학교,2392421,5,833746916,265972563,94015708,57072076,131674904,114830964,26390050,26730469,85057654,32002528
20241,A,골목상권,3110749,금산초등학교(금천고등학교),2559024,6,2751956979,688748238,341300671,205844527,354802879,476364816,118908033,79779752,370439277,115768786
20241,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),2213453,5,1637295016,497928877,186398879,112061516,246195734,231934316,51052432,51931456,194982798,64809008
20241,A,골목상권,3110751,난곡중학교,2301921,5,2927599624,821789298,351515377,209473834,413084246,475544018,105362156,88916931,337859697,124054067
20241,A,골목상권,3110752,한울중학교,2335792,5,2863978108,761913932,342150421,202922881,383700010,471497209,100340502,85360106,395119434,120973613
20241,A,골목상권,3110753,시흥동 은행나무사거리,2268199,5,2938316444,901808373,339715772,204590518,450432669,422175499,104320668,91647591,309454290,114171064
20241,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),2276316,5,2303473474,689572493,265525209,158329978,344444361,340369643,75760523,71176744,266823929,91470594
20241,A,골목상권,3110755,동일여자고등학교,2422210,5,660224442,182245076,78261424,45910086,90732005,103123158,25013050,19576812,89176112,26186719
20241,A,골목상권,3110756,문래중학교,3793790,8,567354454,183764648,62489663,40171674,86932401,69865449,19511656,19308056,65899834,19411073
20241,A,골목상권,3110757,양평역 2번,3187060,7,669567054,196570130,79678302,50505229,94099824,102639162,23173223,22297439,72679915,27923830
20241,A,골목상권,3110758,문래소공원,3878992,8,200434522,49038866,24215928,14775037,23805871,32954204,8319571,5584450,33462779,8277816
20241,A,골목상권,3110759,문래예술촌(문래창작촌),3315383,7,1400475941,395531209,162478230,105946255,196225178,209585553,54017180,43416772,179560205,53715359
20241,A,골목상권,3110760,선유도역 6번,3868034,8,441722776,113121539,53368377,31137015,54812919,70978885,17273156,12837930,69953187,18239768
20241,A,골목상권,3110761,문래동남성맨션,1930196,4,79931550,19456440,9158280,5741058,9948390,13573542,3183864,2279958,13625412,2964606
20241,A,골목상권,3110762,선유도역 1번,3444250,7,4827525786,1252081785,588497121,368412235,579252971,779049809,179244846,154906238,719515617,206565164
20241,A,골목상권,3110763,영등포구청역 2번,3430040,7,587300760,145923569,71021315,44778735,71308868,101571008,22460483,17774502,87770615,24691665
20241,A,골목상권,3110765,문래동사거리,2615788,6,247856303,62485050,31393257,18838520,31980844,41579553,12774254,7221509,31605142,9978174
20241,A,골목상권,3110766,대림역 5번,2441388,6,1621629912,431574075,197256713,118180527,206853491,270047840,56390236,50467434,220036470,70823126
20241,A,골목상권,3110767,도림동주민센터,2419231,5,450218267,134090053,53941211,35806951,63800833,67577707,15855194,15399040,44355224,19392054
20241,A,골목상권,3110768,도림2동유수지내체육시설,2985064,7,421614481,117358849,53101184,37763068,51544547,66793331,16152186,15691867,43792763,19416686
20241,A,골목상권,3110769,대림차이나타운(대림역 12번),2290453,5,432214845,123373333,51520021,30524071,59759995,68260129,14429019,13411673,52612528,18324076
20241,A,골목상권,3110770,영등포구청역 6번,2523596,6,1034144850,326694470,119090323,74540748,152140535,142759581,31564408,35549006,110191096,41614683
20241,A,골목상권,3110771,대림역 11번,2419065,5,238898435,70486611,27963877,16263635,33939377,36416482,7660993,7607195,28740676,9819589
20241,A,골목상권,3110772,신우어린이공원,2388924,5,531871512,145010004,62629421,37958567,71102029,85590872,17419153,16498037,73368259,22295170
20241,A,골목상권,3110773,당산역 13번,3534546,7,154051811,48532747,18091130,12129989,21302119,20478831,4754792,5842750,16435767,6483686
20241,A,골목상권,3110774,당산반도유보라팰리스아파트,3078322,7,949463132,229833876,122055646,89733450,101605494,163676816,40037022,33564766,124838117,44117945
20241,A,골목상권,3110775,대동초등학교,2245071,5,406331301,119421687,48413488,28121365,58562605,63717152,14156549,12693162,44503214,16742079
20241,A,골목상권,3110776,도신초등학교,2258202,5,1306794675,394418465,152683568,93365151,192542364,187028762,46227709,41656647,147012803,51859206
20241,A,골목상권,3110777,구로세무서,1795540,4,93943231,26998448,10805122,6616152,13340098,14170334,2902442,2841974,12414701,3853960
20241,A,골목상권,3110778,구로디지털단지역 4번,2325145,5,1856849223,525136937,221910889,132274302,257707962,299828053,64199362,57840444,219729896,78221378
20241,A,골목상권,3110779,대림갑을명가아파트,2547066,6,89377727,32501662,9480530,5868422,16374710,10185778,2495812,3016652,6350768,3103393
20241,A,골목상권,3110780,신길대성유니드아파트,2350264,5,1047820072,295481878,124742625,75588249,146737766,160469423,41929491,32001325,129507589,41361726
20241,A,골목상권,3110781,대림한신아파트,2533053,6,1229736580,369791768,143844211,83456617,183392572,178017388,43824577,37758141,141363199,48288107
20241,A,골목상권,3110782,영등포시장역 4번,2984916,7,643596295,163731099,83464554,59486339,70229145,109783826,26718784,23603382,76042786,30536380
20241,A,골목상권,3110783,영등포시장역 1번,2504915,6,634504452,187076221,77469900,49049203,88792285,98301717,23090445,21349853,61956042,27418786
20241,A,골목상권,3110784,신대림초등학교,2318860,5,456603806,129066968,54414363,32558475,63742782,70405726,17432330,14113626,56641352,18228184
20241,A,골목상권,3110785,영등포푸르지오아파트,2354835,5,1738821190,528759192,205868687,128793747,253523388,258615517,58432617,58032001,174078977,72717064
20241,A,골목상권,3110786,당산역 8번,3375381,7,1303145954,356418916,159441724,104516171,163494390,208787764,44434997,44943680,162469371,58638941
20241,A,골목상권,3110787,신길3동주민센터,2188880,5,1141224017,373756380,128198506,78147321,180690371,150250409,34416710,37689285,114158545,43916490
20241,A,골목상권,3110788,영등포시장역 3번,2696466,6,294079407,67485084,39602539,25273968,34744579,54470196,17928784,8553786,33563833,12456638
20241,A,골목상권,3110789,대림성모병원,2385574,5,766250747,215901199,91240788,52761268,107181383,121118039,27366828,23142786,96061982,31476474
20241,A,골목상권,3110790,대림1동주민센터,2283125,5,1388611996,409463872,160715784,95715464,201735392,207520718,45499556,42946185,169432813,55582212
20241,A,골목상권,3110791,신풍역 3번,3290371,7,130159657,30365138,15496046,10575800,15441089,21663094,6173382,3649501,21999819,4795788
20241,A,골목상권,3110792,영등포역 2번,2401852,5,2107611346,608340581,253115056,157886714,291338585,329316701,73685433,69231848,235211465,89484963
20241,A,골목상권,3110794,영동초등학교,3219512,7,1491679979,313237475,199791361,132361980,147504349,234415329,68846804,54281672,269309955,71931054
20241,A,골목상권,3110795,도림초등학교,2347333,5,955183276,288316433,110055509,67366157,142468617,141147990,30316958,30279141,106705316,38527155
20241,A,골목상권,3110796,한림대학교한강성심병원,3192941,7,662515929,171381135,84703720,62159243,77258620,110130961,29725066,23616009,73733942,29807233
20241,A,골목상권,3110797,KT대방빌딩,2485350,6,45863421,14448496,5348239,3112133,7295332,6829041,1520240,1432868,4069908,1807164
20241,A,골목상권,3110798,신풍역 2번,2650441,6,216940094,59914858,25747848,15167729,29652755,34621138,6965739,6597236,28958655,9314136
20241,A,골목상권,3110799,영등포본동주민센터,2375409,5,286772940,84346202,34392388,22540700,40079857,43385593,9711095,9722761,30062199,12532145
20241,A,골목상권,3110800,영등포동성당,3022176,7,495631683,129352903,62805570,47338032,57653448,80701262,21843961,17626438,55771022,22539047
20241,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),2467358,6,81313620,25954172,9380594,5608144,12885403,11206680,2578241,2597717,7826281,3276388
20241,A,골목상권,3110802,신길동홍어거리,2412832,5,547137587,150454490,65246400,38299766,74719797,87684259,19385452,16135279,72279150,22932994
20241,A,골목상권,3110803,신길2동우편취급국,2485526,6,1414470246,418936559,167872248,101968867,200343041,215337605,45867722,45530902,157908324,60704978
20241,A,골목상권,3110804,신풍역 1번,2421689,5,814442048,241991389,95845487,57563730,118747807,122876138,27759918,26144813,90506705,33006061
20241,A,골목상권,3110805,신길새마을금고신길4동지점,2240757,5,251705385,74384903,29085180,17154679,36525836,37079178,8272775,7618542,31507525,10076767
20241,A,골목상권,3110807,신길역 3번,3408119,7,1178886251,256632004,151924102,121394731,111662825,208008268,60762367,40127939,176624667,51749348
20241,A,골목상권,3110808,신길역 1번,2767998,6,320236388,83723531,40350091,25746426,38568745,52848023,13321383,10601874,40943602,14132713
20241,A,골목상권,3110809,장훈고등학교,2564556,6,375240099,110667348,44569087,26575592,53540102,57463699,12268571,12089509,42346859,15719332
20241,A,골목상권,3110810,영신초등학교,2383943,5,1585283528,469023487,188701977,119418663,229107829,242293151,52813104,51659631,164144587,68121099
20241,A,골목상권,3110811,보라매역 4번,2613894,6,620109198,174482046,76007401,46020914,84630560,97977596,24641646,19610992,70737656,26000387
20241,A,골목상권,3110812,신길6동주민센터,2621573,6,604720460,165374750,72339901,45373771,79054684,95781739,21358043,19516374,80419379,25501819
20241,A,골목상권,3110813,보라매역 6번,2571474,6,1231817402,355597484,145630334,87861425,172922891,185601192,42699815,38501831,152423701,50578729
20241,A,골목상권,3110814,서울지방병무청,2564661,6,1703368986,496741672,202931165,122617297,238004750,254497283,59022740,55090991,203503647,70959441
20241,A,골목상권,3110815,공군호텔,2745764,6,1832200208,491164224,228764465,139582837,239509843,268472061,67303189,64466298,250007136,82930155
20241,A,골목상권,3110816,대방역 6번,2850103,6,1102084880,304048379,130888834,88344201,143431699,172856810,39877898,36733290,140596929,45306840
20241,A,골목상권,3110817,대방역 4번,2902646,6,397654370,119376769,49045713,32702073,52735114,55204464,12987684,15545173,41782049,18275331
20241,A,골목상권,3110818,신대방역 3번,2421143,5,309089207,91284410,37215754,24425470,40526433,44758617,10068628,11174592,36227965,13407338
20241,A,골목상권,3110819,신대방역 4번,2432526,5,2477965115,737607564,291119880,179949987,341974990,360716013,76742431,83993140,301610446,104250664
20241,A,골목상권,3110820,성남고등학교,3079450,7,2408393470,576222150,292694713,179009895,280844384,407691436,92356801,71265401,406769967,101538723
20241,A,골목상권,3110821,보라매역 2번,2541261,6,2924353294,758971962,353995823,217839303,368701966,487877820,108420522,90427342,415075930,123042626
20241,A,골목상권,3110822,신대방삼거리역 4번(대림초등학교),2754289,6,2780941265,705566292,339845404,206935102,344238730,465569902,104707669,85719844,410053125,118305197
20241,A,골목상권,3110823,신대방삼거리역 3번,2663848,6,1507163509,412116927,181795801,113699033,195176318,242602974,52556033,49054105,195728405,64433913
20241,A,골목상권,3110824,대방역 3번,2924545,6,296188304,79534086,35685496,23649029,36263321,46777433,10176997,10110746,41306608,12684588
20241,A,골목상권,3110825,신대방삼거리역 1번,2468002,6,4819633269,1231762320,584561688,355320501,611461012,827387547,175484066,147438912,681322092,204895131
20241,A,골목상권,3110826,장승배기역 4번,2451401,6,2033499501,540892048,247048850,156885402,261243209,335725949,74554874,65320646,264508448,87320075
20241,A,골목상권,3110827,NH농협은행 상도동지점,2382603,5,862223470,241155787,102493713,63162018,114785729,133008076,30497099,27766095,114045159,35309794
20241,A,골목상권,3110828,노량진역 6번,2420219,5,3212897642,937783109,390477400,233208721,456107383,453717462,106712256,111998528,381678576,141214207
20241,A,골목상권,3110829,장승배기역 5번,2378988,5,1448807721,412471272,174648652,108715288,200420527,224337728,54088693,46870713,167232145,60022703
20241,A,골목상권,3110830,상도초등학교,2497255,6,1868210442,524798712,220141300,140881639,253150335,285846268,65569941,59994138,241763936,76064173
20241,A,골목상권,3110831,상도4동주민센터,2583262,6,1380200649,346965780,164886040,99059054,172370478,236700221,47937447,41488085,213003052,57790492
20241,A,골목상권,3110832,노량진초등학교,2488371,6,1596696443,422104943,203461087,113042763,214090537,224980684,56216646,56731485,230549042,75519256
20241,A,골목상권,3110833,상도역 2번,2689708,6,1298518465,319611389,159525253,101305697,152286192,221524421,51283770,40595435,196976725,55409583
20241,A,골목상권,3110834,동작구자원봉사센터,2498271,6,561537293,134738333,72178095,42420126,67700481,82937258,22494082,19691586,93413178,25964154
20241,A,골목상권,3110835,상도역 1번,2646848,6,548648898,141220176,68454066,43943528,68165629,93317656,22569553,17832894,69609070,23536326
20241,A,골목상권,3110836,상도역 5번,3734309,7,5584081974,1309356209,709445745,428889260,655029788,909353934,227681413,182058889,911031631,251235105
20241,A,골목상권,3110837,숭실대입구역 1번,2742173,6,3135385640,738800085,395477693,249932802,367187743,530657359,128931333,100740451,484659926,138998248
20241,A,골목상권,3110838,상도1동주민센터앞,2727335,6,132850687,35067230,16249806,10882264,16066907,21597291,4910305,4483228,17802846,5790810
20241,A,골목상권,3110839,숭실대입구역 4번,3165536,7,1507469763,339671338,204310474,97873790,179985216,190569885,55791552,57408034,304486393,77373081
20241,A,골목상권,3110840,중앙대학교,2997154,7,1012727735,233489711,140246790,66256504,126167217,128982194,40633227,38883570,185067859,53000663
20241,A,골목상권,3110841,중대부중,2937349,6,1039605800,320476501,122679927,81331356,148393797,148415519,31984352,36888332,105174292,44261724
20241,A,골목상권,3110842,흑리단길,2454450,6,166950698,55567648,19396734,13443105,25939298,21875483,4987857,6191145,12583596,6965832
20241,A,골목상권,3110843,사당5동주민센터,2755913,6,610366411,164384774,74775923,48075660,77016767,97560537,24459345,20027839,78563455,25502111
20241,A,골목상권,3110844,흑석2치안센터,2492964,6,211805045,62123151,24468968,15163419,30028366,31802917,6612759,6721933,26285886,8597646
20241,A,골목상권,3110845,사당종합체육관,2380567,5,639100605,177104457,76293003,45143313,87516726,101769442,23134954,19360696,82645018,26132996
20241,A,골목상권,3110846,남성역 1번,2559802,6,3841011054,1057587996,453119159,270833553,505111029,604107441,129301321,120876567,542638729,157435259
20241,A,골목상권,3110847,예술인마을,2758355,6,2449035949,599702275,306627425,192163295,303795279,438535554,102882631,73648706,325085926,106594858
20241,A,골목상권,3110848,양지어린이공원,2661257,6,2485009239,666684753,297891357,185609212,318595725,406857098,84082112,80576632,339096084,105616266
20241,A,골목상권,3110849,이수역 10번,2485313,6,1840625390,546338388,216563988,135945457,256753324,274056539,59711716,62102812,213196615,75956551
20241,A,골목상권,3110850,사당역 10번,2801178,6,3788889097,1066494605,467533927,308797549,486374664,603965267,131864135,133679221,419174514,171005215
20241,A,골목상권,3110851,경문고등학교(동작동성당),2558033,6,1738152782,513757247,204531360,128188038,248323496,257797952,58202132,56651100,198576005,72125452
20241,A,골목상권,3110852,이수역 9번,2801596,6,671645110,195766323,82702044,53378365,89783740,103498789,23492470,23601429,69384850,30037100
20241,A,골목상권,3110853,KT구로지사,2538618,6,1200761805,322091371,148561702,92007837,152496867,198753981,42925727,40491851,150064035,53368434
20241,A,골목상권,3110854,조원동주민센터,2336728,5,1067787992,293345813,129532659,79359125,142473598,175985968,38666562,34009300,128659468,45755499
20241,A,골목상권,3110855,신대방역 2번,2493595,6,2228561226,580338897,277011687,178244773,274444324,372248579,92968005,72234257,285701779,95368925
20241,A,골목상권,3110856,미성초등학교,2478847,6,2275495134,578358071,275841512,165370538,287747165,376422647,86977922,68949618,340718365,95109296
20241,A,골목상권,3110857,미성동주민센터,2419810,5,2278245838,599138295,278039297,163460088,298562412,373099711,91649531,68067809,311776953,94451742
20241,A,골목상권,3110858,신대방역 1번,2284815,5,278638442,87505587,33987214,23102749,37463476,38761081,8684491,10805134,25690596,12638114
20241,A,골목상권,3110859,난향초등학교,2244549,5,919912427,299776770,103405062,64018555,147889600,122665072,29061306,29685167,88190742,35220153
20241,A,골목상권,3110860,호림박물관(성보고등학교),2377793,5,1010020335,268141467,120755429,72382241,130472185,163954061,36077966,30960901,145120776,42155309
20241,A,골목상권,3110861,관악구신사동주민센터,2430871,5,3079897741,854149885,377218935,241092660,398293664,489828980,108664775,103534755,371057366,136056721
20241,A,골목상권,3110862,난곡초등학교(난곡동벽화마을),2301751,5,1013962155,286288900,118557291,72070422,144071002,156127825,35481371,31223490,129812581,40329273
20241,A,골목상권,3110863,난우초등학교,2309284,5,2244769445,599576938,267684066,157312183,297861702,364957870,79651497,66887421,317121266,93716502
20241,A,골목상권,3110864,신림우방아파트,2360443,5,2185758672,634784689,264889735,166657634,289952721,331679536,72925308,75412559,254341436,95115054
20241,A,골목상권,3110865,남강고등학교(남강중학교),2225151,5,4723611998,1219926242,571487675,339891687,621371391,803743748,173214401,139219392,654426230,200331232
20241,A,골목상권,3110866,난우중학교,2134483,5,1771545010,549005521,199678341,120590722,274624987,248369383,54090387,56506557,200566349,68112763
20241,A,골목상권,3110867,국제신학대학원대학교(남서울중학교),2374205,5,1584152445,452863804,191666770,121117467,209175774,242795274,54536662,54580104,189410825,68005765
20241,A,골목상권,3110868,남부초등학교,2429324,5,1516714989,427931584,183167083,115224358,198425278,235246816,51590035,50832921,188658503,65638411
20241,A,골목상권,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",2372248,5,5544277977,1451675199,715795928,498664017,629007819,868656211,207673272,216623506,689122356,267059669
20241,A,골목상권,3110871,신원동주민센터,2279059,5,922815612,267640622,110021199,70491957,124804196,138218743,32066739,31438180,109681357,38452619
20241,A,골목상권,3110872,신림초등학교,2409519,5,1039704333,304713848,121939567,76030264,144764103,154928782,32907269,35291753,126380007,42748740
20241,A,골목상권,3110873,당곡중학교,2400032,5,2200042860,623616625,261243699,163236802,301117406,344565676,72567720,71494043,269333348,92867541
20241,A,골목상권,3110874,원신초등학교(구세군관악영문교회),2184054,5,1760499859,559753034,199196534,121921260,276885086,241512364,55884103,55788213,180154704,69404561
20241,A,골목상권,3110875,보라매동주민센터(당곡고등학교),2440952,6,1868276430,476978706,230499232,140209854,231860449,322319680,68489721,57719248,257381682,82817858
20241,A,골목상권,3110876,서원동주민센터(신관중학교),2268102,5,1007367268,254922431,129271363,79859052,120344963,155899898,37054770,36509883,145648624,47856284
20241,A,골목상권,3110877,신림역 8번,2459546,6,2583184693,651883079,340517817,203581766,310607430,383131901,101778109,97517788,367983725,126183078
20241,A,골목상권,3110878,미림여고,2339367,5,1009296041,249519192,127104883,77649609,130056735,180714441,45217762,29220594,126416887,43395938
20241,A,골목상권,3110879,신림현대아파트,2243635,5,537927829,151632795,63875739,38699483,74303619,84002132,19219792,16585175,67367474,22241620
20241,A,골목상권,3110880,신림역 1번,2283989,5,733866266,189969791,98023814,49644555,95680571,88365958,25844183,29497114,119427130,37413150
20241,A,골목상권,3110881,구립대학경로당(관악산샘말공원),2292055,5,6250015565,1525103593,822290828,479299613,718173238,896986558,228900474,240048314,1029214789,309998158
20241,A,골목상권,3110882,신성초등학교,2284617,5,3072648126,742539793,401132955,232477835,372712592,425864960,120514527,114261101,516437214,146707149
20241,A,골목상권,3110883,은천초등학교(은천교앞),2383226,5,2199926468,625191175,262030958,161964022,299275554,340253914,76343281,71508956,272314483,91044125
20241,A,골목상권,3110884,봉천역 4번(봉천110안전센터),2294206,5,802692351,211964970,96997758,65034704,101033681,129888770,30363990,26258413,107284586,33865479
20241,A,골목상권,3110885,영락고등학교,2277774,5,2730773261,734702822,339584380,211964842,349973231,418472354,99029547,95478107,359680220,121887758
20241,A,골목상권,3110886,관악해태어린이공원,2429905,5,3161387114,623166973,445621695,224118290,341981319,407730108,136770916,123655899,690425716,167916198
20241,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),2666869,6,1248107544,268724276,174297389,81585479,144073395,153831823,49604084,49473915,260158658,66358525
20241,A,골목상권,3110888,청룡동주민센터,2527805,6,839349724,237482995,103823019,68528638,112009303,135244240,30068141,28975025,85254774,37963589
20241,A,골목상권,3110889,봉천역 6번,2576776,6,1033438268,277180145,125636887,79516421,133283019,170857437,37378729,33748354,131624815,44212461
20241,A,골목상권,3110890,봉천역 1번(관악초등학교),2494265,6,1115579178,291563065,143884140,98382984,133101740,186178692,48533532,39391271,123244577,51299177
20241,A,골목상권,3110891,구암초등학교,2337404,5,458822062,118157497,54607775,32111502,59226520,76233567,16814313,13331099,69606952,18732837
20241,A,골목상권,3110892,관악구 중앙길,2557919,6,5352501127,1481834426,657244813,419640443,700553038,842062228,191653809,183062104,640546804,235903462
20241,A,골목상권,3110893,관악소방서(문영여고),2877204,6,129087528,30333939,17184702,11983849,14110499,22923639,6905781,4271402,15613877,5759840
20241,A,골목상권,3110894,관악동부센트레빌아파트(은천로35라길),2410146,5,1315760697,339658752,156251691,91370794,168234131,221624841,43973458,39040558,200583088,55023384
20241,A,골목상권,3110895,샤로수길,3081700,7,5004066746,1233372975,654084931,404340412,585805276,761591480,209485282,180869401,738770671,235746318
20241,A,골목상권,3110896,관악우성아파트,2878854,6,176613792,46132608,21911633,13883477,22858197,29157462,7442469,5503941,22269223,7454782
20241,A,골목상권,3110897,서울대입구역 8번,2439413,5,2341624487,671325856,291644833,194617391,303150670,345942082,82157757,87888788,257937948,106959162
20241,A,골목상권,3110898,청림동주민센터(상도중학교),2270287,5,907899654,267063523,105663796,65291742,129490107,133784026,30105090,28481816,110842833,37176721
20241,A,골목상권,3110899,낙성대역 5번(관악중학교),2690915,6,1514834392,413198758,196889609,137112281,178039938,239176331,55100642,59875314,160806370,74635149
20241,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),2629438,6,2559831428,644520959,323789971,194757178,312339914,403509884,96718702,88017261,378808054,117369505
20241,A,골목상권,3110901,인헌고등학교(인헌중학교),2558159,6,3411268029,875189531,415223023,258304094,430512235,579708725,130272606,105295665,472349642,144412508
20241,A,골목상권,3110902,사당역 4번,3061421,7,4912961309,1229228129,625401642,399167475,593456979,850087889,214823344,158240887,627052965,215501999
20241,A,골목상권,3110903,방배아이파크아파트,3686493,7,1903393564,461922059,230421636,137346500,225346831,327957119,67286155,55899096,315171787,82042381
20241,A,골목상권,3110904,이수역 5번,3462900,7,636487484,150711915,77220213,45397961,75562935,111050211,23648395,18142612,107736293,27016949
20241,A,골목상권,3110905,방배노인종합복지관(이수중학교),3424075,7,1839041773,453266652,224713875,130341739,220574309,311632340,70262156,54204138,296052538,77994026
20241,A,골목상권,3110906,서문여고,3482282,7,452922873,117201296,55069786,32611168,56356780,75567874,15551361,13878011,66899602,19786995
20241,A,골목상권,3110907,방배초등학교,3449178,7,1682625380,409663971,202718029,117619590,196217432,284359190,59096603,49353245,291384239,72213081
20241,A,골목상권,3110908,구반포역,4982627,9,90005054,18025157,11447835,6054374,9329831,15135016,4665470,2282168,19602480,3462723
20241,A,골목상권,3110909,남태령역(서울전자고등학교),3749646,8,408214358,101718291,50485089,31643495,52943674,74691305,14175787,12151448,51335883,19069386
20241,A,골목상권,3110910,내방역 5번,3385435,7,1471456945,357912638,177162188,106095341,169414216,252025631,51951118,44665393,249097271,63133149
20241,A,골목상권,3110911,방배배수지체육공원,2315135,5,295735012,67793322,41840898,23331989,34067702,55444264,19679420,8483578,32267482,12826357
20241,A,골목상권,3110912,방배동사이길,3268887,7,226217994,56725210,27151225,16083181,27213634,37458356,7854079,6761415,37420136,9550758
20241,A,골목상권,3110913,방현초등학교(방배119안전센터),3166166,7,2505897430,612517503,308832831,180525067,304825911,425890532,100173373,72042390,394718525,106371298
20241,A,골목상권,3110914,내방역 6번,3941342,8,308997121,74596879,38118421,22745026,38053893,54741969,12393898,8868460,46129805,13348770
20241,A,골목상권,3110915,서래초등학교,5751255,9,1095133431,236952603,139418889,79995551,121603583,194433737,53063897,29496070,195223060,44946041
20241,A,골목상권,3110916,내방역 4번,3352725,7,2268255804,541356050,277247115,166210244,262652084,395515707,84026957,67827425,376066296,97353926
20241,A,골목상권,3110917,서초소방서,5677159,9,687624467,151095101,89338573,52776330,78560938,126168471,35845056,19108617,105881675,28849706
