기준_년분기_코드,상권_코드,카페_검색지수,검색량_성장률
20233,3001491,6.700073333333333,-13.493974555456434
20234,3001491,6.405046666666666,-4.403334888871868
20241,3001491,6.684583333333333,4.364318969312753
20242,3001491,5.597406666666667,-16.263940659477647
20243,3001491,6.145053333333333,9.783935655916842
20244,3001491,6.74027,9.686110671130589
20251,3001491,6.09121,-9.62958457153793
20252,3001491,5.0781566666666675,-16.631397264801784
20253,3001491,5.07484,-0.06531241323132209
20233,3001492,1.77975,10.107380086737216
20234,3001492,1.8623566666666667,4.6414758627147945
20241,3001492,1.7738500000000001,-4.752401527097383
20242,3001492,1.5776566666666667,-11.060311375445131
20243,3001492,1.67096,5.914045514761335
20244,3001492,1.6868166666666664,0.948955490656056
20251,3001492,1.6031000000000002,-4.962997361894672
20252,3001492,1.5603233333333335,-2.66837169650469
20253,3001492,1.7679466666666668,13.306430077526654
20233,3001493,1.8225266666666666,-17.10852067973807
20234,3001493,1.6219099999999997,-11.007612142849322
20241,3001493,1.8748933333333333,15.597865068550876
20242,3001493,1.59204,-15.086369357901253
20243,3001493,1.6871866666666666,5.976399252950104
20244,3001493,1.0930733333333333,-35.21325441168335
20251,3001493,1.14212,4.487042650386375
20252,3001493,1.0499233333333333,-8.072415041034809
20253,3001493,1.1989133333333333,14.190559945646818
20233,3001494,0.7453099999999999,3.5881731588895738
20234,3001494,0.6833533333333333,-8.312872048767183
20241,3001494,0.70253,2.806259328995253
20242,3001494,0.5575966666666666,-20.630198473137572
20243,3001494,0.56645,1.5877665457110668
20244,3001494,0.5240366666666667,-7.487568776296816
20251,3001494,0.6320899999999999,20.619422305054957
20252,3001494,0.5398933333333334,-14.586003048089113
20253,3001494,0.5129766666666667,-4.985552701768259
20233,3001495,0.3532933333333333,-15.519811253078696
20234,3001495,0.3344833333333333,-5.3241876438842155
20241,3001495,0.2931766666666667,-12.349394588669071
20242,3001495,0.24044,-17.988016326901878
20243,3001495,0.23897,-0.6113791382465483
20244,3001495,0.2681,12.189814621082151
20251,3001495,0.17775,-33.70011189854532
20252,3001495,0.22863999999999998,28.630098452883267
20253,3001495,0.22606,-1.128411476557023
20233,3001496,1.1317933333333332,-5.3072220610874465
20234,3001496,1.03333,-8.699762618617047
20241,3001496,1.1384366666666668,10.171645714986187
20242,3001496,1.0532433333333333,-7.483361686054868
20243,3001496,0.9374466666666667,-10.994293816243793
20244,3001496,1.0912300000000001,16.40448878869556
20251,3001496,0.8994633333333333,-17.573441590376625
20252,3001496,0.9971899999999999,10.864997276153554
20253,3001496,0.9647366666666667,-3.2544784176870234
20233,3110001,1.2287833333333333,-5.529074088311415
20234,3110001,1.10045,-10.443935057712917
20241,3110001,1.2191966666666667,10.790737122692251
20242,3110001,1.26382,3.6600603129382847
20243,3110001,1.1904333333333332,-5.806734081330156
20244,3110001,1.1937499999999999,0.2786100299610794
20251,3110001,1.1115133333333336,-6.888935427574139
20252,3110001,0.9780099999999999,-12.010952035363221
20253,3110001,0.9813300000000001,0.33946483164795094
20233,3110002,0.7213366666666667,-8.46988063918518
20234,3110002,0.8861866666666667,22.85340640754894
20241,3110002,0.7213366666666666,-18.602175613866155
20242,3110002,0.7475233333333334,3.6302974570358026
20243,3110002,0.6221333333333333,-16.7740583348569
20244,3110002,0.7113800000000001,14.345263609087034
20251,3110002,0.57493,-19.18102842362732
20252,3110002,0.5753,0.06435566068911935
20253,3110002,0.5638666666666667,-1.987368908975018
20233,3110003,1.2188266666666667,1.723452022934846
20234,3110003,0.9946066666666667,-18.396381219095957
20241,3110003,1.19707,20.35612067752075
20242,3110003,1.09455,-8.56424436332045
20243,3110003,1.1730966666666667,7.176160674858778
20244,3110003,1.0396,-11.379852186094352
20251,3110003,1.0462366666666665,0.6383865589328908
20252,3110003,1.1428566666666666,9.23500418961931
20253,3110003,1.0027166666666665,-12.26225510927298
20233,3110004,0.7213366666666667,-8.46988063918518
20234,3110004,0.8861866666666667,22.85340640754894
20241,3110004,0.7213366666666666,-18.602175613866155
20242,3110004,0.7475233333333334,3.6302974570358026
20243,3110004,0.6221333333333333,-16.7740583348569
20244,3110004,0.7113800000000001,14.345263609087034
20251,3110004,0.57493,-19.18102842362732
20252,3110004,0.5753,0.06435566068911935
20253,3110004,0.5638666666666667,-1.987368908975018
20233,3110005,1.2188266666666667,1.723452022934846
20234,3110005,0.9946066666666667,-18.396381219095957
20241,3110005,1.19707,20.35612067752075
20242,3110005,1.09455,-8.56424436332045
20243,3110005,1.1730966666666667,7.176160674858778
20244,3110005,1.0396,-11.379852186094352
20251,3110005,1.0462366666666665,0.6383865589328908
20252,3110005,1.1428566666666666,9.23500418961931
20253,3110005,1.0027166666666665,-12.26225510927298
20233,3110006,1.2188266666666667,1.723452022934846
20234,3110006,0.9946066666666667,-18.396381219095957
20241,3110006,1.19707,20.35612067752075
20242,3110006,1.09455,-8.56424436332045
20243,3110006,1.1730966666666667,7.176160674858778
20244,3110006,1.0396,-11.379852186094352
20251,3110006,1.0462366666666665,0.6383865589328908
20252,3110006,1.1428566666666666,9.23500418961931
20253,3110006,1.0027166666666665,-12.26225510927298
20233,3110007,0.7213366666666667,-8.46988063918518
20234,3110007,0.8861866666666667,22.85340640754894
20241,3110007,0.7213366666666666,-18.602175613866155
20242,3110007,0.7475233333333334,3.6302974570358026
20243,3110007,0.6221333333333333,-16.7740583348569
20244,3110007,0.7113800000000001,14.345263609087034
20251,3110007,0.57493,-19.18102842362732
20252,3110007,0.5753,0.06435566068911935
20253,3110007,0.5638666666666667,-1.987368908975018
20233,3110008,0.7213366666666667,-8.46988063918518
20234,3110008,0.8861866666666667,22.85340640754894
20241,3110008,0.7213366666666666,-18.602175613866155
20242,3110008,0.7475233333333334,3.6302974570358026
20243,3110008,0.6221333333333333,-16.7740583348569
20244,3110008,0.7113800000000001,14.345263609087034
20251,3110008,0.57493,-19.18102842362732
20252,3110008,0.5753,0.06435566068911935
20253,3110008,0.5638666666666667,-1.987368908975018
20233,3110009,1.2188266666666667,1.723452022934846
20234,3110009,0.9946066666666667,-18.396381219095957
20241,3110009,1.19707,20.35612067752075
20242,3110009,1.09455,-8.56424436332045
20243,3110009,1.1730966666666667,7.176160674858778
20244,3110009,1.0396,-11.379852186094352
20251,3110009,1.0462366666666665,0.6383865589328908
20252,3110009,1.1428566666666666,9.23500418961931
20253,3110009,1.0027166666666665,-12.26225510927298
20233,3110010,1.2188266666666667,1.723452022934846
20234,3110010,0.9946066666666667,-18.396381219095957
20241,3110010,1.19707,20.35612067752075
20242,3110010,1.09455,-8.56424436332045
20243,3110010,1.1730966666666667,7.176160674858778
20244,3110010,1.0396,-11.379852186094352
20251,3110010,1.0462366666666665,0.6383865589328908
20252,3110010,1.1428566666666666,9.23500418961931
20253,3110010,1.0027166666666665,-12.26225510927298
20233,3110011,0.7213366666666667,-8.46988063918518
20234,3110011,0.8861866666666667,22.85340640754894
20241,3110011,0.7213366666666666,-18.602175613866155
20242,3110011,0.7475233333333334,3.6302974570358026
20243,3110011,0.6221333333333333,-16.7740583348569
20244,3110011,0.7113800000000001,14.345263609087034
20251,3110011,0.57493,-19.18102842362732
20252,3110011,0.5753,0.06435566068911935
20253,3110011,0.5638666666666667,-1.987368908975018
20233,3110012,3.4459200000000005,2.1425938971890934
20234,3110012,4.57366,32.72681896271532
20241,3110012,3.835356666666667,-16.142505855995704
20242,3110012,3.6325233333333338,-5.288512932738987
20243,3110012,3.18187,-12.406068508851064
20244,3110012,3.6620266666666663,15.090392337420022
20251,3110012,2.7928033333333335,-23.736127900033487
20252,3110012,3.1199099999999995,11.712484827073366
20253,3110012,3.383226666666667,8.439880210219751
20233,3110013,3.4459200000000005,2.1425938971890934
20234,3110013,4.57366,32.72681896271532
20241,3110013,3.835356666666667,-16.142505855995704
20242,3110013,3.6325233333333338,-5.288512932738987
20243,3110013,3.18187,-12.406068508851064
20244,3110013,3.6620266666666663,15.090392337420022
20251,3110013,2.7928033333333335,-23.736127900033487
20252,3110013,3.1199099999999995,11.712484827073366
20253,3110013,3.383226666666667,8.439880210219751
20233,3110014,3.4459200000000005,2.1425938971890934
20234,3110014,4.57366,32.72681896271532
20241,3110014,3.835356666666667,-16.142505855995704
20242,3110014,3.6325233333333338,-5.288512932738987
20243,3110014,3.18187,-12.406068508851064
20244,3110014,3.6620266666666663,15.090392337420022
20251,3110014,2.7928033333333335,-23.736127900033487
20252,3110014,3.1199099999999995,11.712484827073366
20253,3110014,3.383226666666667,8.439880210219751
20233,3110015,3.4459200000000005,2.1425938971890934
20234,3110015,4.57366,32.72681896271532
20241,3110015,3.835356666666667,-16.142505855995704
20242,3110015,3.6325233333333338,-5.288512932738987
20243,3110015,3.18187,-12.406068508851064
20244,3110015,3.6620266666666663,15.090392337420022
20251,3110015,2.7928033333333335,-23.736127900033487
20252,3110015,3.1199099999999995,11.712484827073366
20253,3110015,3.383226666666667,8.439880210219751
20233,3110016,0.25298,-35.099496318593445
20234,3110016,0.22494999999999998,-11.079927266977629
20241,3110016,0.15857000000000002,-29.508779728828614
20242,3110016,0.23675333333333334,49.30524899623718
20243,3110016,0.23380333333333334,-1.2460225832793714
20244,3110016,0.20282333333333333,-13.25045265964272
20251,3110016,0.10878666666666666,-46.363830591483556
20252,3110016,0.13755,26.440127466601314
20253,3110016,0.13238666666666665,-3.7537865018781202
20233,3110017,3.4459200000000005,2.1425938971890934
20234,3110017,4.57366,32.72681896271532
20241,3110017,3.835356666666667,-16.142505855995704
20242,3110017,3.6325233333333338,-5.288512932738987
20243,3110017,3.18187,-12.406068508851064
20244,3110017,3.6620266666666663,15.090392337420022
20251,3110017,2.7928033333333335,-23.736127900033487
20252,3110017,3.1199099999999995,11.712484827073366
20253,3110017,3.383226666666667,8.439880210219751
20233,3110018,10.717983333333335,8.298593907933615
20234,3110018,10.466840000000001,-2.343195781544727
20241,3110018,10.810916666666666,3.287302248497781
20242,3110018,8.516703333333332,-21.221265541774905
20243,3110018,9.630806666666667,13.081391821796483
20244,3110018,9.175353333333334,-4.729129647153119
20251,3110018,10.060070000000001,9.642317135107614
20252,3110018,7.80237,-22.442189766075206
20253,3110018,6.810706666666666,-12.70977066370006
20233,3110019,2.71683,2.2910564085572904
20234,3110019,2.7514966666666667,1.2759969032536844
20241,3110019,2.848856666666667,3.5384378683601225
20242,3110019,2.825623333333334,-0.8155318449389437
20243,3110019,2.59882,-8.026665502715058
20244,3110019,2.57079,-1.078566426301164
20251,3110019,2.818986666666666,9.654490124306768
20252,3110019,2.8127133333333334,-0.22253859542906707
20253,3110019,2.5490366666666664,-9.374459300272342
20233,3110020,10.717983333333335,8.298593907933615
20234,3110020,10.466840000000001,-2.343195781544727
20241,3110020,10.810916666666666,3.287302248497781
20242,3110020,8.516703333333332,-21.221265541774905
20243,3110020,9.630806666666667,13.081391821796483
20244,3110020,9.175353333333334,-4.729129647153119
20251,3110020,10.060070000000001,9.642317135107614
20252,3110020,7.80237,-22.442189766075206
20253,3110020,6.810706666666666,-12.70977066370006
20233,3110021,10.717983333333335,8.298593907933615
20234,3110021,10.466840000000001,-2.343195781544727
20241,3110021,10.810916666666666,3.287302248497781
20242,3110021,8.516703333333332,-21.221265541774905
20243,3110021,9.630806666666667,13.081391821796483
20244,3110021,9.175353333333334,-4.729129647153119
20251,3110021,10.060070000000001,9.642317135107614
20252,3110021,7.80237,-22.442189766075206
20253,3110021,6.810706666666666,-12.70977066370006
20233,3110022,10.717983333333335,8.298593907933615
20234,3110022,10.466840000000001,-2.343195781544727
20241,3110022,10.810916666666666,3.287302248497781
20242,3110022,8.516703333333332,-21.221265541774905
20243,3110022,9.630806666666667,13.081391821796483
20244,3110022,9.175353333333334,-4.729129647153119
20251,3110022,10.060070000000001,9.642317135107614
20252,3110022,7.80237,-22.442189766075206
20253,3110022,6.810706666666666,-12.70977066370006
20233,3110023,10.717983333333335,8.298593907933615
20234,3110023,10.466840000000001,-2.343195781544727
20241,3110023,10.810916666666666,3.287302248497781
20242,3110023,8.516703333333332,-21.221265541774905
20243,3110023,9.630806666666667,13.081391821796483
20244,3110023,9.175353333333334,-4.729129647153119
20251,3110023,10.060070000000001,9.642317135107614
20252,3110023,7.80237,-22.442189766075206
20253,3110023,6.810706666666666,-12.70977066370006
20233,3110024,1.0923366666666665,13.09706231535932
20234,3110024,0.9429766666666666,-13.673440117668234
20241,3110024,1.1712566666666666,24.208446303019173
20242,3110024,1.3102866666666666,11.870156555494527
20243,3110024,0.9090466666666667,-30.622306569045953
20244,3110024,1.09418,20.365657795346024
20251,3110024,1.0012466666666666,-8.493422776264726
20252,3110024,1.5053733333333337,50.34989712824682
20253,3110024,1.06062,-29.54438766020392
20233,3110025,0.7453099999999999,3.5881731588895738
20234,3110025,0.6833533333333333,-8.312872048767183
20241,3110025,0.70253,2.806259328995253
20242,3110025,0.5575966666666666,-20.630198473137572
20243,3110025,0.56645,1.5877665457110668
20244,3110025,0.5240366666666667,-7.487568776296816
20251,3110025,0.6320899999999999,20.619422305054957
20252,3110025,0.5398933333333334,-14.586003048089113
20253,3110025,0.5129766666666667,-4.985552701768259
20233,3110026,0.7453099999999999,3.5881731588895738
20234,3110026,0.6833533333333333,-8.312872048767183
20241,3110026,0.70253,2.806259328995253
20242,3110026,0.5575966666666666,-20.630198473137572
20243,3110026,0.56645,1.5877665457110668
20244,3110026,0.5240366666666667,-7.487568776296816
20251,3110026,0.6320899999999999,20.619422305054957
20252,3110026,0.5398933333333334,-14.586003048089113
20253,3110026,0.5129766666666667,-4.985552701768259
20233,3110027,10.717983333333335,8.298593907933615
20234,3110027,10.466840000000001,-2.343195781544727
20241,3110027,10.810916666666666,3.287302248497781
20242,3110027,8.516703333333332,-21.221265541774905
20243,3110027,9.630806666666667,13.081391821796483
20244,3110027,9.175353333333334,-4.729129647153119
20251,3110027,10.060070000000001,9.642317135107614
