상권_코드,상권_코드_명,기준_년분기_코드,상권_구분_코드_명_x,y_log,당월_매출_금액,찻집_수,카페음료_점포수,oof_pred,oof_residual
3130007,광장시장(광장전통시장),20241,전통시장,19.565699198592924,314249934,0,8.0,18.189166471731937,1.3765327268609866
3130007,광장시장(광장전통시장),20242,전통시장,19.82332948516816,406595537,0,7.0,18.343442542824455,1.479886942343704
3130007,광장시장(광장전통시장),20243,전통시장,19.81353169110828,402631250,0,7.0,18.288951363403896,1.5245803277043848
3130007,광장시장(광장전통시장),20244,전통시장,19.779218422886487,389049997,0,7.0,18.23160498566593,1.5476134372205586
3130007,광장시장(광장전통시장),20251,전통시장,19.622524062532108,332624259,0,6.0,18.15488181985277,1.4676422426793394
3130007,광장시장(광장전통시장),20252,전통시장,19.816934723011013,404003751,0,6.0,18.29483671026488,1.522098012746131
3130007,광장시장(광장전통시장),20253,전통시장,19.565661062615227,314237950,0,5.0,18.306256583679147,1.25940447893608
3130010,종로신진시장,20233,전통시장,18.866874267802427,156235378,1,12.0,18.000188866500793,0.8666854013016341
3130010,종로신진시장,20234,전통시장,18.877575393499363,157916250,1,13.0,17.888906702710425,0.9886686907889377
3130010,종로신진시장,20241,전통시장,18.73192249478392,136511919,1,13.0,17.880558254338602,0.8513642404453172
3130010,종로신진시장,20242,전통시장,19.10906398997437,199049478,1,12.0,18.03831465594544,1.0707493340289282
3130010,종로신진시장,20243,전통시장,18.894451599531838,160603892,1,12.0,17.984422081019208,0.9100295185126299
3130010,종로신진시장,20244,전통시장,19.073230160058948,192043056,1,12.0,17.891960858797873,1.181269301261075
3130010,종로신진시장,20251,전통시장,18.938805444527212,167887629,1,12.0,17.8270672623246,1.1117381822026111
3130010,종로신진시장,20252,전통시장,19.10990600884532,199217152,1,,17.965911097013546,1.1439949118317756
3130010,종로신진시장,20253,전통시장,19.022149782366498,182479752,1,12.0,17.97350680298254,1.0486429793839562
3130015,창신골목시장,20233,전통시장,17.62638390295996,45189887,0,5.0,18.239541086926934,-0.6131571839669725
3130015,창신골목시장,20234,전통시장,17.683172689418367,47830433,0,5.0,18.12667336161047,-0.44350067219210487
3130015,창신골목시장,20241,전통시장,17.346752999549395,34166390,0,4.0,18.133375389462408,-0.7866223899130134
3130015,창신골목시장,20242,전통시장,17.40274253898261,36133917,0,3.0,18.257543808452517,-0.8548012694699061
3130015,창신골목시장,20243,전통시장,17.176368884027955,28813911,0,3.0,18.222398931105822,-1.046030047077867
3130015,창신골목시장,20244,전통시장,17.493638167598796,39572229,0,3.0,18.134599582409123,-0.6409614148103273
3130015,창신골목시장,20251,전통시장,17.201688713603104,29552789,0,3.0,18.055130515552865,-0.85344180194976
3130015,창신골목시장,20252,전통시장,17.169807543719624,28625472,0,,18.19566923149794,-1.0258616877783169
3130015,창신골목시장,20253,전통시장,17.151871027307973,28116608,0,3.0,18.21129963791503,-1.059428610607057
3130018,동대문문구완구거리(동대문문구완구시장),20233,전통시장,15.240489190301274,4157768,0,4.0,18.36294790301185,-3.1224587127105767
3130018,동대문문구완구거리(동대문문구완구시장),20234,전통시장,15.937183180935142,8345083,0,5.0,18.26177944760941,-2.324596266674268
3130018,동대문문구완구거리(동대문문구완구시장),20241,전통시장,15.873786811847674,7832456,0,5.0,18.280081991393416,-2.406295179545742
3130018,동대문문구완구거리(동대문문구완구시장),20242,전통시장,15.865186981120823,7765387,0,5.0,18.403598513376945,-2.538411532256122
3130018,동대문문구완구거리(동대문문구완구시장),20243,전통시장,14.900672123213813,2959917,0,6.0,18.368358038051653,-3.4676859148378405
3130018,동대문문구완구거리(동대문문구완구시장),20244,전통시장,14.969549038820093,3170972,0,6.0,18.29593380987308,-3.3263847710529877
3130018,동대문문구완구거리(동대문문구완구시장),20251,전통시장,14.21021598778598,1483946,0,6.0,18.197463822650437,-3.9872478348644567
3130018,동대문문구완구거리(동대문문구완구시장),20252,전통시장,15.073281252557305,3517570,0,,18.340053958485573,-3.2667727059282683
3130018,동대문문구완구거리(동대문문구완구시장),20253,전통시장,15.661956267357183,6337254,0,5.0,18.357978520481133,-2.6960222531239495
3130020,동묘시장(동묘벼룩시장),20241,전통시장,16.589204481743778,16017692,0,3.0,18.011093116527533,-1.4218886347837554
3130020,동묘시장(동묘벼룩시장),20242,전통시장,16.90297429717535,21921408,0,3.0,18.16830935171717,-1.2653350545418185
3130020,동묘시장(동묘벼룩시장),20243,전통시장,16.6202592474516,16522922,0,3.0,18.120819612621908,-1.5005603651703083
3130020,동묘시장(동묘벼룩시장),20244,전통시장,16.434079789687768,13716084,0,3.0,18.03928822916024,-1.6052084394724702
3130020,동묘시장(동묘벼룩시장),20251,전통시장,16.349422110768433,12602705,0,3.0,17.968610599467915,-1.619188488699482
3130020,동묘시장(동묘벼룩시장),20252,전통시장,16.27548547907593,11704517,0,,18.108420555605935,-1.8329350765300063
3130024,남대문시장(자유상가),20233,전통시장,21.645589106819106,2515126925,1,35.0,19.018061853372625,2.6275272534464804
3130024,남대문시장(자유상가),20234,전통시장,21.626718201329425,2468109231,1,33.0,19.005992295695396,2.6207259056340284
3130024,남대문시장(자유상가),20241,전통시장,21.463231168535383,2095862852,1,33.0,18.96318472828511,2.500046440250273
3130024,남대문시장(자유상가),20242,전통시장,21.885160284734745,3195982165,1,35.0,19.104212629724785,2.7809476550099603
3130024,남대문시장(자유상가),20243,전통시장,21.75296067949729,2800211198,1,32.0,19.043646105770737,2.7093145737265516
3130024,남대문시장(자유상가),20244,전통시장,21.830718378182475,3026638328,1,33.0,18.909504694467,2.921213683715475
3130024,남대문시장(자유상가),20251,전통시장,21.59202768120734,2383957314,1,34.0,18.820834463012723,2.771193218194618
3130024,남대문시장(자유상가),20252,전통시장,21.889612589282827,3210243375,1,,18.965680772223298,2.923931817059529
3130024,남대문시장(자유상가),20253,전통시장,21.826711081048398,3014533958,1,34.0,18.987115257730665,2.839595823317733
3130032,인현시장,20233,전통시장,16.716135791079743,18185511,0,8.0,17.80045627965864,-1.0843204885788964
3130032,인현시장,20234,전통시장,16.45203883507771,13964637,0,8.0,17.71379995856931,-1.2617611234916026
3130032,인현시장,20241,전통시장,16.748841012672298,18790105,0,9.0,17.69989586701022,-0.9510548543379223
3130032,인현시장,20242,전통시장,17.33981679751041,33930225,0,9.0,17.853848894788005,-0.514032097277596
3130032,인현시장,20243,전통시장,16.629394042951798,16674547,0,9.0,17.79831553542744,-1.1689214924756435
3130032,인현시장,20244,전통시장,16.5952799995186,16115304,0,8.0,17.727097255401905,-1.1318172558833055
3130032,인현시장,20251,전통시장,16.94415418821023,22842974,0,8.0,17.64660243713921,-0.702448248928981
3130032,인현시장,20252,전통시장,17.009461400246288,24384576,0,,17.817555849766748,-0.8080944495204605
3130032,인현시장,20253,전통시장,17.233357890037027,30503679,0,8.0,17.813745610724474,-0.5803877206874475
3130035,방산종합시장(방산시장),20233,전통시장,19.65487976367246,343562554,0,16.0,18.396635004996764,1.2582447586756977
3130035,방산종합시장(방산시장),20234,전통시장,19.52820460302666,302685418,0,16.0,18.295245542313772,1.2329590607128864
3130035,방산종합시장(방산시장),20241,전통시장,19.632900744472146,336093765,0,17.0,18.287534155451777,1.3453665890203688
3130035,방산종합시장(방산시장),20242,전통시장,19.746176246671254,376404998,0,19.0,18.451553140340625,1.2946231063306293
3130035,방산종합시장(방산시장),20243,전통시장,19.669967259438607,348785353,0,19.0,18.397129808746868,1.272837450691739
