상권_코드,상권_코드_명,상권유형,residual_latest,pred_latest,y_log_latest,매출_latest,찻집수_latest,residual_avg,residual_std,n_quarters,supply_shortage,residual_consistent,blueocean_candidate
3130086,서울약령시장,전통시장,-3.315614094947488,19.328349341359086,16.012735246411598,9000000,0,-3.290928029825958,0.07387792999336726,9,1.0,True,True
3110974,언주중학교,골목상권,-3.2981295887751347,18.48540420241591,15.187274613640776,3942298,0,-2.4825497699409813,0.7884421036441042,8,1.0,True,True
3110617,등촌역 4번,골목상권,-3.2582812335805063,17.928613845487337,14.670332611906831,2350955,0,-2.483985534249189,0.43225543956069734,9,1.0,True,True
3110470,신진과학기술고등학교,골목상권,-3.249759216397571,17.8184616439038,14.568702427506228,2123767,0,-1.6033971123863067,0.6766886071328789,9,1.0,True,True
3110167,용마초등학교,골목상권,-3.1589140655442947,18.436316596717482,15.277402531173188,4314113,0,-1.4326971334931702,0.7711817415540841,9,1.0,True,True
3110360,수유초등학교,골목상권,-3.1230296233137143,17.93077254597925,14.807742922665534,2697248,0,-2.013742382158941,0.8519938944688867,9,1.0,True,True
3110756,문래중학교,골목상권,-3.0668633860166796,18.369396734191035,15.302533348174356,4423904,0,-2.698938735447145,0.3681128567239036,9,1.0,True,True
3110135,성동세무서,골목상권,-3.02286179726398,18.831853558293158,15.808991761029178,7341044,0,-2.7829192133465193,0.601109701905185,9,1.0,True,True
3110848,양지어린이공원,골목상권,-2.994394638348929,17.96612296553871,14.97172832718978,3177890,0,-2.453460982370366,0.4342606500811818,9,1.0,True,True
3111047,마천1치안센터,골목상권,-2.882422822168561,17.668974762843963,14.786551940675402,2640692,1,-3.064482463551531,0.16641272883094926,9,0.5,True,True
3110665,곰달래도서관,골목상권,-2.8741281151761733,17.93623955204173,15.062111436865557,3478498,0,-2.783029953731221,0.31098240970910024,9,1.0,True,True
3120216,경기고교사거리(경기고교앞사거리),발달상권,-2.8314073176909247,20.68572936128439,17.854322043593466,56758843,0,-2.942948118391728,0.2534423846700065,9,1.0,True,True
3110175,푸른동산공원,골목상권,-2.826958364003344,18.120183634582236,15.293225270578892,4382917,0,-2.564621057796339,0.3446497215412242,9,1.0,True,True
3110752,한울중학교,골목상권,-2.8214240750802713,18.1963435042178,15.37491942913753,4756008,0,-2.972509820087671,0.283039696349145,9,1.0,True,True
3120034,중구청(퇴계로4가),발달상권,-2.780851624435215,20.792330271426348,18.011478646991133,66417998,0,-2.9747823548865986,0.41657409225746367,9,1.0,True,True
3110953,학동근린공원,골목상권,-2.778582989831973,18.59700900373314,15.818426013901169,7410629,0,-2.289226406012539,0.5685165253944603,6,1.0,True,True
3110885,영락고등학교,골목상권,-2.756614323766584,18.030924771062416,15.274310447295832,4300794,0,-2.0174737772065874,0.6908897142079392,9,1.0,True,True
3120176,논현역 4번,발달상권,-2.737207916542829,20.16643056089055,17.42922264434772,37103528,0,-2.5411007615669434,0.21621502845981927,9,1.0,True,True
3110650,우장산힐스테이트,골목상권,-2.7286842413108854,18.335954435169867,15.607270193858982,6000000,0,-2.7353523521556204,0.06493234649750697,9,1.0,True,True
3110614,목동로데오거리,골목상권,-2.726363331482693,17.85192361275258,15.125560281269886,3706357,0,-2.471474121406827,0.6819564693185254,9,1.0,True,True
3130018,동대문문구완구거리(동대문문구완구시장),전통시장,-2.6960222531239495,18.357978520481133,15.661956267357183,6337254,0,-3.015097241221579,0.5588101080468901,9,1.0,True,True
3110045,동대문역사문화공원역 5번,골목상권,-2.694069196225932,17.668807252865754,14.974738056639822,3187469,0,-2.444553250631277,0.27641602932376813,9,1.0,True,True
3110647,화곡역 5번,골목상권,-2.693956932457043,18.380393591372723,15.68643665891568,6494307,0,-2.338653424501402,0.305977600894738,9,1.0,True,True
3111024,경찰병원역 4번(건너말공원),골목상권,-2.6570916850490907,18.037288575208535,15.380196890159445,4781174,0,-2.4202349004879475,0.10753414686966817,9,1.0,True,True
3110325,장곡초등학교,골목상권,-2.6491125784514864,17.649638783934595,15.000526205483109,3270737,0,-1.4423553635512614,0.6842277207059163,7,1.0,True,True
3110519,서대문구보건소별관,골목상권,-2.6297996748299965,17.83504965287808,15.205249978048084,4013803,0,-1.6379220358180122,0.5897900641855703,9,1.0,True,True
3110343,무너미어린이공원,골목상권,-2.6113091480277717,17.683647544554752,15.07233839652698,3514255,0,-2.268342492809102,0.3293819139001664,9,1.0,True,True
3130152,오!도봉거리 상점가,전통시장,-2.6034190541043998,17.706460813705675,15.103041759601275,3623828,0,-2.0533874123345055,0.27493531065997423,9,1.0,True,True
3130314,풍납시장,전통시장,-2.5745281604809254,18.515230809342015,15.94070264886109,8374505,0,-1.915302647898412,0.9176728570291569,9,1.0,True,True
3111000,대왕초등학교(세곡동사거리서남측),골목상권,-2.5551953176367164,17.98071882267098,15.425523505034263,5002875,0,-2.6174324412611347,0.3631020567291481,7,1.0,True,True
3130137,"수유전통시장(수유시장, 수유골목시장)",전통시장,-2.542882157737848,17.9166379602646,15.373755802526754,4750477,0,-2.1222105788320196,0.23218475529773566,9,1.0,True,True
3110522,홍제역 3번,골목상권,-2.5139098591792735,17.68728958324636,15.173379724067088,3887899,0,-2.1111977624432683,0.19312764490098283,9,1.0,True,True
3110014,경복고등학교,골목상권,-2.509737349774131,19.09650330399402,16.58676595421989,15978680,0,-2.3530476549109958,0.10518479279819919,9,1.0,True,True
3110454,선정중학교,골목상권,-2.5003369180985224,17.864079547805492,15.36374262970697,4703147,0,-2.71044737636023,0.6635008148100049,6,1.0,True,True
3110341,북한산우이역 2번,골목상권,-2.4695376576030768,17.82732657495879,15.357788917355712,4675229,0,-1.1159983761425567,0.989533175494618,9,1.0,True,True
3110785,영등포푸르지오아파트,골목상권,-2.463399304978383,18.070669498837365,15.607270193858982,6000000,0,-2.4769628161756185,0.06033653965273308,9,1.0,True,True
3110107,금호사거리,골목상권,-2.4568688591896493,17.52213157198095,15.0652627127913,3489477,0,-2.216180357686144,0.17343331381223553,9,1.0,True,True
3130323,둔촌역전통시장,전통시장,-2.4423544060450073,18.182284550578427,15.73993014453342,6851170,0,-2.6333494951933836,0.2394867231615851,9,1.0,True,True
3110560,마포FM,골목상권,-2.43338026274062,18.231730874200494,15.798350611459874,7263341,0,-2.4249174000788263,0.2939073478980587,9,1.0,True,True
3110037,신설동역 12번,골목상권,-2.418491025624675,17.980447214219936,15.56195618859526,5734184,0,-2.1048763685183185,0.2796980381837543,9,1.0,True,True
3110694,세곡초등학교,골목상권,-2.4170827938245605,17.98724492762051,15.570162133795948,5781432,0,-1.2900099208346147,0.4343880950935228,9,1.0,True,True
3130181,아현가구거리상점가,전통시장,-2.374292797898587,17.96507751939408,15.590784721495492,5901898,0,-2.491634363905424,0.08350526336265837,9,1.0,True,True
3110813,보라매역 6번,골목상권,-2.3111468792992245,18.080176706256584,15.76902982695736,7053466,0,-1.909490877035498,0.5468470230913793,9,1.0,True,True
3110168,대원고등학교,골목상권,-2.3027459098604304,17.829936839828243,15.527190929967812,5538259,0,-2.3027459098604304,,1,1.0,True,True
3130150,창동골목시장,전통시장,-2.286234074680692,18.048989176713402,15.76275510203271,7009346,0,-2.1293157377393115,0.15564787464880475,5,1.0,True,True
3110833,상도역 2번,골목상권,-2.27176917270374,17.950253668474407,15.678484495770666,6442868,0,-2.5107814035569214,0.24398552353027816,9,1.0,True,True
3120163,사당역 11번(사당역먹자골목),발달상권,-2.2672149118054534,20.451822957068572,18.18460804526312,78972325,0,-2.567603638118852,0.27429411094246814,9,1.0,True,True
3110417,월계역 3번,골목상권,-2.250588895319215,17.57947350196486,15.328884606645644,4542029,0,-2.005376640534977,0.35706948877145495,9,1.0,True,True
3110825,신대방삼거리역 1번,골목상권,-2.241342799264199,18.425257089159565,16.183914289895366,10680329,0,-1.2956530026362705,0.5134722803180467,9,1.0,True,True
3120058,구의사거리,발달상권,-2.219696108395791,19.74448009249926,17.52478398410347,40824133,0,-2.116384836816176,0.06253432312399416,9,1.0,True,True
3110907,방배초등학교,골목상권,-2.197283796201855,18.64928718397522,16.452003387773363,13964142,0,-1.647351930579516,0.6983175006005321,9,1.0,True,True
3110656,까치산역 3번,골목상권,-2.1861210379317555,18.942039091119554,16.7559180531878,18923555,0,-1.986918901335179,0.17726843674498816,9,1.0,True,True
3110860,호림박물관(성보고등학교),골목상권,-2.1658873888478087,17.77315758270679,15.607270193858982,6000000,0,-2.1248151082169824,0.069539022978084,9,1.0,True,True
3120149,여의도역(여의도),발달상권,-2.1365885404092886,25.56604798979661,23.42945944938732,14972177005,3,-1.8529393704301091,0.30185287048471476,9,0.25,True,False
3130209,목사랑시장(목4동시장),전통시장,-2.1298701616936953,17.94990217104386,15.820032009350165,7422540,0,-2.26946926690281,0.4830368086716142,9,1.0,True,True
3110893,관악소방서(문영여고),골목상권,-2.1218220409358164,18.090901773254664,15.969079732318848,8615553,0,-1.9621941778305896,0.14671096832937133,7,1.0,True,True
3110675,화곡4동주민센터,골목상권,-2.1060915186317697,18.006238476603762,15.900146957971993,8041666,0,-1.8579377522200033,0.37533953278882376,9,1.0,True,True
3130277,조원동 펭귄시장(신림중앙시장),전통시장,-2.1010342689232786,17.87228889266515,15.771254623741871,7069176,0,-2.274587431951655,0.1805682362677007,9,1.0,True,True
3110776,도신초등학교,골목상권,-2.035842665660402,17.72722664023318,15.691383974572778,6526516,0,-2.8694066640572644,1.1366499409428252,9,1.0,True,True
3110101,옥정중학교,골목상권,-2.0130395559752223,18.305781299235985,16.292741743260763,11908246,0,-2.2761186704967398,0.7115863922958133,6,1.0,True,True
3110549,새터산,골목상권,-1.9979618144833218,17.87080543790378,15.872843623420458,7825072,0,-1.5806889492411793,0.25093237468826285,9,1.0,True,True
3110662,까치산역 1번,골목상권,-1.9920416829467484,18.627820749173768,16.63577906622702,16781355,0,-2.4948553067020427,0.6952652453240126,9,1.0,True,True
3110729,가산동우체국,골목상권,-1.9911098707284953,17.962140446236628,15.971030575508133,8632377,0,-2.0002769030569905,0.08849581309284671,9,1.0,True,True
3110517,서대문소방서,골목상권,-1.9894721409679335,18.381900076161653,16.39242793519372,13156518,0,-1.9698003415140133,0.13849007635807045,9,1.0,True,True
3110197,세종대왕기념관교차로,골목상권,-1.9817845984710676,17.825644436150835,15.843859837679767,7601527,0,-2.065001996017297,0.4330397461143063,9,1.0,True,True
3110580,양원초등학교,골목상권,-1.959527629637817,17.80666078707372,15.847133157435904,7626450,0,-1.5727248431952452,0.3526479651126996,9,1.0,True,True
3110432,대진고등학교,골목상권,-1.9338384563875461,17.8593117590946,15.925473302707053,8247933,0,-1.5280017970712476,0.8025611346922291,9,1.0,True,True
3110297,경동고등학교,골목상권,-1.927700867310012,18.157267586415298,16.229566719105286,11179213,0,-1.9094100969448518,0.2646617676486674,9,1.0,True,True
3110527,홍제역 2번,골목상권,-1.8852507867904649,17.851280915801375,15.96603012901091,8589319,0,-1.9062353356627075,0.20418706349797733,9,1.0,True,True
3110766,대림역 5번,골목상권,-1.8785998953453458,17.85711549738489,15.978515602039543,8697233,1,-1.7076077574523911,0.8389377994144468,3,0.5,True,True
3110743,시흥초등학교(시흥1동우체국),골목상권,-1.8358307890642926,17.934997716761043,16.09916692769675,9812492,0,-2.015973518452777,0.4161645370826179,9,1.0,True,True
3110345,솔밭공원역 2번,골목상권,-1.8352143741963651,17.906960071248953,16.071745697052588,9547077,0,-1.405045558244315,0.36077708095996586,9,1.0,True,True
3110951,신사은행나무공원,골목상권,-1.815599479968359,18.52148185138435,16.705882371415992,18000000,0,-1.1693203168873854,0.4670753354087353,9,1.0,True,True
3130105,장미제일시장(중화동제일시장),전통시장,-1.8142184521519233,17.939101913711273,16.12488346155935,10068108,0,-2.3241255013772903,0.24738717688476983,9,1.0,True,True
3110565,홍익대,골목상권,-1.8062216410430878,17.99303892670699,16.186817285663903,10711379,0,-0.2637983125709882,1.0991475374022865,8,1.0,True,True
3110735,말미고개,골목상권,-1.775350411102135,17.912221691586677,16.13687128048454,10189529,0,-1.5629598839061392,0.19396638824147666,9,1.0,True,True
3110358,인수동 우편취급국,골목상권,-1.7716660176761678,17.907052221744102,16.135386204067935,10174408,0,-1.5888869922940678,0.22745879232381297,9,1.0,True,True
3110670,신곡초등학교,골목상권,-1.7588394032310006,18.164687824141975,16.405848420910974,13334275,0,-1.618373244272866,0.1484871343354958,9,1.0,True,True
3120082,상계백병원,발달상권,-1.7571112878550608,19.79515140705646,18.038040119201398,68205796,0,-1.616436122422439,0.11599512449229968,9,1.0,True,True
3130118,정릉골 골목형상점가,전통시장,-1.7544067813374085,17.98486806473043,16.230461283393023,11189218,0,-2.276901667539968,0.31429650102030726,7,1.0,True,True
3110686,수궁동주민센터,골목상권,-1.7538037120482919,18.006604017090655,16.252800305042364,11441987,0,-1.6049288834520758,0.29241490522923913,9,1.0,True,True
3110456,구산보건지소,골목상권,-1.7394922494455187,18.138503104155433,16.399010854709914,13243412,0,-1.5505547750012363,0.1595588103516104,9,1.0,True,True
3111085,묘곡초등학교(고덕아이파크아파트),골목상권,-1.6830293828639995,17.93286541103583,16.24983602817183,11408120,1,-1.1843545518663123,0.45194703562002,9,0.5,True,True
3110411,도봉역 3번,골목상권,-1.6718581826900056,17.631308099518293,15.959449916828287,8532985,0,-1.4171145285637299,0.169618730673877,9,1.0,True,True
3110256,면목2동체육관,골목상권,-1.6687775889177523,18.354763329735725,16.685985740817973,17645400,0,-3.777705705938804,0.9224878557564359,9,1.0,True,True
3110362,우이천 계성교,골목상권,-1.6586148765770616,17.755641526726638,16.097026650149576,9791513,0,-1.2792381014226981,0.25271029184543353,9,1.0,True,True
3120214,영동대교남단교차로,발달상권,-1.656804800291095,20.684157046119996,19.0273522458289,183431570,0,-2.5845860399420952,0.5262372782552968,9,1.0,True,True
3110856,미성초등학교,골목상권,-1.6510841138022556,18.15237438290296,16.501290269100704,14669634,0,-0.5087362473797433,0.6402903784872932,9,1.0,True,True
3130198,아현시장,전통시장,-1.6487163804277607,18.178582949352727,16.529866568924966,15094885,0,-1.6487163804277607,,1,1.0,True,True
3110830,상도초등학교,골목상권,-1.6425116525086771,17.87437526727707,16.231863614768393,11204920,0,-0.9556154994879577,0.4874287160331419,9,1.0,True,True
3110243,중랑노인종합복지관,골목상권,-1.6362413390708177,17.823344728072247,16.18710338900143,10714444,0,-1.4401423934276407,0.08831297985860768,9,1.0,True,True
3110712,남구로역 5번,골목상권,-1.6192750373514144,17.905977290270926,16.28670225291951,11836543,0,-3.3797028130434255,1.1279382401825708,7,1.0,True,True
3120161,방배동가구거리(사당동가구거리),발달상권,-1.6133903092034494,19.551501700858456,17.938111391655006,61719555,0,-1.5673302098531865,0.24479629936929304,9,1.0,True,True
3110462,갈현건영아파트,골목상권,-1.611913726193162,17.807711902579435,16.195798176386273,10808010,0,-1.7978887847740113,0.21027994958024088,7,1.0,True,True
3120167,고속터미널(고속터미널역),발달상권,-1.6115962364121543,22.133765585815386,20.52216934940323,817833516,1,-1.6276068742363887,0.07547994732889673,9,0.5,True,True
3110371,삼양입구사거리,골목상권,-1.591130992365592,17.785084576259848,16.193953583894256,10788092,0,-1.8314326631060638,0.2091626945848701,9,1.0,True,True
3110892,관악구 중앙길,골목상권,-1.5847696343524618,19.082156632468863,17.4973869981164,39720857,0,-1.2937300111332055,0.16537549166129065,9,1.0,True,True
3130065,무학봉상점가,전통시장,-1.5845640736836835,18.093626978233907,16.509062904550223,14784100,0,-1.6970676025878393,0.07284969646337286,9,1.0,True,True
3001495,잠실 관광특구,관광특구,-1.5675414422243605,24.64813183032797,23.08059038810361,10562653774,0,-1.3011803723276378,0.193218522133837,9,1.0,True,True
3110626,양화초등학교,골목상권,-1.5626169619329708,18.241480822248274,16.678863860315303,17520178,0,-1.6135018360370863,0.2954800767827697,9,1.0,True,True
3110265,망우역 1번,골목상권,-1.5572020578256094,17.857619348911214,16.300417291085605,12000000,0,-1.6160918575384868,0.27047415681701337,5,1.0,True,True
3110301,성신여대입구역 7번,골목상권,-1.5432138815710843,17.933992985936936,16.39077910436585,13134843,0,-1.5810381172657313,0.16335369077150966,9,1.0,True,True
3110144,어린이대공원역 4번,골목상권,-1.5269882931141368,17.7513106844493,16.224322391335164,11120739,0,-1.8125705197362936,0.46117485243578993,9,1.0,True,True
3110740,금천해태공원,골목상권,-1.5188832839951516,17.928237030805093,16.40935374680994,13381098,0,-1.6176352793744069,0.13655593689037981,9,1.0,True,True
3110423,석계역 2번,골목상권,-1.5087371925555075,18.442861595633882,16.934124403078375,22615009,0,-1.6110112329354433,0.23153224254807867,9,1.0,True,True
3110969,베르사이유1아파트,골목상권,-1.5045962840823002,18.5693630344917,17.0647667504094,25771163,0,-1.0688241022768858,0.5937099444154443,4,1.0,True,True
3110251,장안중학교,골목상권,-1.4989390781221594,17.903638670557868,16.40469959243571,13318965,0,-1.6013382680018486,0.26908241884760836,9,1.0,True,True
3120033,을지로4가역,발달상권,-1.4688830061948828,19.870488621159986,18.401605614965103,98110564,0,-1.3739104743132957,0.14411610505699596,9,1.0,True,True
3110083,서빙고역 1번,골목상권,-1.4659057010676726,17.775354913850574,16.3094492127829,12108874,0,-1.0038237275716815,0.6235062520535269,9,1.0,True,True
3120227,잠실역,발달상권,-1.443628279231561,24.369401640808213,22.925773361576653,9047672339,2,-1.3126501692430272,0.2055888657017372,9,0.3333333333333333,True,False
3120223,휘문고교사거리,발달상권,-1.4382199739905275,21.149613053311697,19.71139307932117,363537523,0,-1.6154663013744823,0.2048010314653211,9,1.0,True,True
3110690,오류2동버들시장,골목상권,-1.4381773024204598,18.270613656236925,16.832436353816465,20428393,0,-0.894307235075491,0.4748842910272851,9,1.0,True,True
3120048,금호역,발달상권,-1.43289598757017,19.592661995980198,18.159766008410028,77034659,0,-1.8425914798824883,0.3181538292434062,9,1.0,True,True
3110446,내를건너서숲으로도서관,골목상권,-1.4301457664501207,17.75178795548645,16.32164218903633,12257421,0,-1.3832432533366916,0.074926965797253,9,1.0,True,True
3110048,장충동주민센터,골목상권,-1.4289610930553707,17.881029860433806,16.452068767378435,13965055,0,-1.5966660159080737,0.2130138451343937,9,1.0,True,True
3110553,가좌역 2번,골목상권,-1.4167264063058695,18.012179704312807,16.595453298006937,16118097,0,-0.8652425392567997,0.39731772004945354,9,1.0,True,True
3110190,고대앞사거리,골목상권,-1.4158387439807996,17.864955156377277,16.449116412396478,13923886,0,-1.2218109690787147,0.21525812677115017,9,1.0,True,True
3120168,서울고교교차로,발달상권,-1.4037305630072971,20.131461316655354,18.727730753648057,135940894,0,-1.4113851341282198,0.13479408959195122,9,1.0,True,True
3111032,방이역 1번,골목상권,-1.3928364817257268,18.594876606314187,17.20204012458846,29563176,0,-1.255366802569556,0.1897666280652979,9,1.0,True,True
3120144,영중로,발달상권,-1.369882032587494,19.801211645536657,18.431329612949163,101070576,1,-1.2608331299297488,0.12960836909056864,9,0.5,True,True
3130159,공릉동 도깨비시장,전통시장,-1.354331802507243,18.213642489773964,16.85931068726672,20984836,0,-1.7750355310304613,0.3302552455475155,9,1.0,True,True
3111029,오금역 4번,골목상권,-1.3494236679164864,17.90760663447941,16.558182966562924,15528427,0,-1.757641566867008,0.6139478450861807,4,1.0,True,True
3110591,충정로역 6번,골목상권,-1.3428941982389269,17.94194856426177,16.599054366022845,16176244,0,-1.2871089077418825,0.30102936296659216,9,1.0,True,True
3120095,홍제역,발달상권,-1.339255841416545,20.525807839150318,19.186551997733773,215086750,0,-1.1518769868369398,0.20234867036353743,9,1.0,True,True
3120092,불광역,발달상권,-1.3321188575607437,19.757837967603205,18.42571911004246,100505107,0,-1.2560348374497008,0.07662673420483003,9,1.0,True,True
3111071,천동초등학교,골목상권,-1.3320528455675813,17.65304933972257,16.32099649415499,12249509,1,-1.3029516626744728,0.13869794498104335,9,0.5,True,True
3110529,홍제3동주민센터,골목상권,-1.3246648614556342,17.89569020809027,16.571025346634634,15729135,0,-1.0489760012495273,0.2341110333701816,9,1.0,True,True
3110884,봉천역 4번(봉천110안전센터),골목상권,-1.3237768550109976,17.708424910996534,16.384648055985537,13054559,0,-1.8432084577944339,0.36335418441610373,9,1.0,True,True
3110934,우면주공아파트,골목상권,-1.3228464869965926,18.632465093533863,17.30961860653727,32920910,0,-1.2091926605707917,0.23432525051262607,9,1.0,True,True
3110467,은평요양병원,골목상권,-1.3204881134760207,17.953281262810318,16.632793149334297,16731322,0,-1.0336989751091836,0.2141594776316461,9,1.0,True,True
3110783,영등포시장역 1번,골목상권,-1.3180338520452786,17.720420983890733,16.402387131845455,13288201,0,-1.6478380877952492,0.5987358145190117,7,1.0,True,True
3111067,강동구립성내도서관,골목상권,-1.3158887003000501,18.451512064697383,17.135623364397333,27663470,0,-1.4611195673448154,0.17528921648229986,9,1.0,True,True
3110575,대흥동주민센터,골목상권,-1.310244922933002,18.019404252403213,16.70915932947021,18059082,0,-1.3257541943124744,0.16251036140883893,9,1.0,True,True
3110234,중랑역 4번,골목상권,-1.3006980141579234,17.883446818560756,16.582748804402833,15914620,0,-2.2216941982937617,1.1766347491108327,4,1.0,True,True
3120139,대림3동사거리,발달상권,-1.295105482443617,19.744924415920554,18.449818933476937,102956685,0,-0.8296082855369143,0.2733126686987345,9,1.0,True,True
3110395,신한은행 방학동지점,골목상권,-1.2879979648756112,17.690002052068422,16.40200408719281,13283112,0,-1.1107472919598227,0.17317173398531094,9,1.0,True,True
3111007,석촌고분역 4번,골목상권,-1.2851951341516923,18.315670518992157,17.030475384840464,24902415,0,-0.7588022649583416,0.3487478523640305,9,1.0,True,True
3110926,신중초등학교,골목상권,-1.276776381728947,18.44975585017655,17.172979468447604,28716414,1,-0.99249161053018,0.15039322557244886,9,0.5,True,True
3110499,연가초등학교,골목상권,-1.2763978437111732,17.939302892730794,16.66290504901962,17242796,0,-2.019211353537477,0.6582616832789309,5,1.0,True,True
3110405,방학역 1번,골목상권,-1.264924806379014,18.18078815982727,16.915863353448255,22205783,0,-1.2409772030517945,0.12775133030197994,9,1.0,True,True
3110702,개봉초등학교,골목상권,-1.2641786333290703,17.705475057623932,16.441296424294862,13815426,0,-0.5629886469276913,0.33342201493230184,9,1.0,True,True
3110224,외대앞역 2번,골목상권,-1.2637359649534723,17.564153256039077,16.300417291085605,12000000,0,-1.2237548760029462,0.07546518044634398,4,1.0,True,True
3110594,신월중학교,골목상권,-1.2628007022081107,17.853747299953532,16.590946597745422,16045621,0,-1.1836607362354674,0.14119451600724928,9,1.0,True,True
3110618,강서고등학교,골목상권,-1.2606808240552425,17.93807849944465,16.677397675389408,17494509,0,-0.9966167951452974,0.18723557259178958,9,1.0,True,True
3110913,방현초등학교(방배119안전센터),골목상권,-1.2562944390302349,18.55335257751148,17.297058138481244,32509994,0,-1.561408124106668,0.24748361109061556,9,1.0,True,True
3110437,당고개역 2번,골목상권,-1.2438044278970075,17.88289531636093,16.639090888463922,16837024,0,-0.9238004919805635,0.49790065158847013,9,1.0,True,True
3110319,종암동주민센터,골목상권,-1.2411793831690936,18.101212426475836,16.860033043306743,21000000,0,-1.194593296123602,0.06571460582182082,9,1.0,True,True
3110283,성북초등학교앞,골목상권,-1.235346703050773,17.770258791311797,16.534912088261024,15171239,0,-0.8162620312571005,0.3633320917757666,9,1.0,True,True
3110641,공항고등학교,골목상권,-1.2291524221416346,17.957778243644928,16.728625821503293,18414073,0,-0.5030176973248319,0.5152031728393709,9,1.0,True,True
3120233,몽촌토성역,발달상권,-1.220571897681161,20.78147744108156,19.5609055434004,312747133,0,-1.305365829799956,0.08607431962204998,9,1.0,True,True
3111087,고덕중학교(고덕2동주민센터),골목상권,-1.204810995485019,17.72837182121817,16.52356082573315,15000000,0,-1.1648097874426213,0.06764961337761441,9,1.0,True,True
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",전통시장,-1.2018053402965485,18.08739821466706,16.885592874370513,21543675,0,-0.8347553723133438,0.23744341852584802,9,1.0,True,True
3110387,쌍문초등학교,골목상권,-1.2016645097217946,17.795280855393433,16.593616345671638,16088516,0,-0.893759698254099,0.2001704490952358,9,1.0,True,True
3111077,길동주민센터(강동도서관),골목상권,-1.1988153503470365,18.555562382344814,17.356747031997777,34509562,0,-0.7096984449616693,0.24418556061589491,9,1.0,True,True
3110537,충정로현대아파트,골목상권,-1.1927348308330252,18.544285823314798,17.351550992481773,34330714,0,-1.2062066493386085,0.06146513323807618,9,1.0,True,True
3120038,약수역,발달상권,-1.1919422037279759,20.836759987443763,19.644817783715787,340122968,0,-1.009440138354292,0.17166547443740016,9,1.0,True,True
3110129,성원어린이공원,골목상권,-1.1886318166759509,18.182196246654836,16.993564429978885,24000000,0,-1.2323518271803202,0.1276526260208874,9,1.0,True,True
3111040,거여초등학교,골목상권,-1.178232159890225,17.61418310839597,16.435950948505745,13741773,0,-1.5076667491254196,0.3660320396707949,9,1.0,True,True
3110568,광흥창역 1번,골목상권,-1.1655091837937022,18.442423430304093,17.27691424651039,31861668,0,-1.336421159981843,0.6791274745478777,9,1.0,True,True
3120209,"강남구청(청담역_8번, 강남세무서)",발달상권,-1.159355878197971,21.162601754154327,20.003245875956356,486742539,0,-1.4817729808342364,0.33922188748815985,9,1.0,True,True
3110488,우리은행응암동지점,골목상권,-1.1405149415332652,17.851616225965337,16.711101284432072,18094186,0,-1.0199955533179785,0.12353354408049055,9,1.0,True,True
3110156,군자역 5번,골목상권,-1.1319151052241487,18.469366110108435,17.337451004884286,33850048,0,-1.6300202616049235,0.7038579280168692,9,1.0,True,True
3110868,남부초등학교,골목상권,-1.128023668048037,17.870487533771325,16.742463865723288,18670659,0,-1.2106428318715716,0.303490244295534,9,1.0,True,True
3110259,사가정역 1번,골목상권,-1.127052027537033,17.803319910719694,16.67626788318266,17474755,0,-1.0418324896206943,0.19532639590334244,9,1.0,True,True
3110072,열정도,골목상권,-1.1268437112227083,17.437797793949127,16.31095408272642,12127110,0,-1.1268437112227083,,1,1.0,True,True
3110255,상봉역 4번,골목상권,-1.1103675604092693,18.341807252936988,17.23143969252772,30445223,0,-0.5058025661054218,0.45069674660390135,9,1.0,True,True
3110378,송중동주민센터,골목상권,-1.1052361438077796,17.706100601346044,16.600864457538265,16205551,0,-0.9614005657619304,0.23607890653366193,9,1.0,True,True
3110434,태릉입구역 4번,골목상권,-1.1041354524525815,17.6924843265055,16.58834887405292,16003993,0,0.0013685121030471395,0.422785204371813,9,1.0,False,True
3120061,올림픽대교북단,발달상권,-1.0937643829066985,19.74461699359939,18.65085261069269,125881633,0,-1.4247729643544231,0.13405359704112452,9,1.0,True,True
3130059,후암시장,전통시장,-1.086513367116865,19.390156561219236,18.30364319410237,88955178,0,-0.8869405383270738,0.14854810026893037,9,1.0,True,True
3110730,서울축산농협 독산역지점(독산파출소),골목상권,-1.0788365874362889,17.93886963074303,16.860033043306743,21000000,0,-1.0490081680709973,0.06700973818317173,9,1.0,True,True
3110355,삼양사거리역 2번,골목상권,-1.0603209980147703,17.9868280066382,16.926507008623428,22443396,0,-1.0438468487853534,0.07929745832881113,9,1.0,True,True
3130015,창신골목시장,전통시장,-1.059428610607057,18.21129963791503,17.151871027307973,28116608,0,-0.8137561197517028,0.2151969616972038,9,1.0,True,True
3110370,도봉세무서,골목상권,-1.0387011056002038,17.60117022134946,16.562469115749256,15595127,0,-0.9106917758616824,0.19127001660802473,9,1.0,True,True
3110726,금천철쭉어린이공원(금하마을),골목상권,-1.019478998880686,17.444245415491284,16.4247664166106,13588934,0,-1.0249248776975308,0.42228685242972425,9,1.0,True,True
3120220,대치역,발달상권,-1.0053919942538876,21.802119278115896,20.79672728386201,1076227043,0,-1.2289932677003077,0.18287732338178445,9,1.0,True,True
3110229,장평중학교,골목상권,-0.996063971945663,18.3990041726951,17.402940200749438,36141060,0,-0.9526922344999278,0.31239904120011247,9,1.0,True,True
