검색어,검색어_유형,기준_지역,키워드,대표_상권코드
홍은2동 티하우스,행정동,홍은2동,티하우스,3110507
홍은2동 티카페,행정동,홍은2동,티카페,3110507
홍은2동 다원,행정동,홍은2동,다원,3110507
충현동 찻집,행정동,충현동,찻집,3110534
충현동 티룸,행정동,충현동,티룸,3110534
충현동 티하우스,행정동,충현동,티하우스,3110534
충현동 티카페,행정동,충현동,티카페,3110534
충현동 다원,행정동,충현동,다원,3110534
천연동 찻집,행정동,천연동,찻집,3110535
천연동 티룸,행정동,천연동,티룸,3110535
천연동 티하우스,행정동,천연동,티하우스,3110535
천연동 티카페,행정동,천연동,티카페,3110535
천연동 다원,행정동,천연동,다원,3110535
홍제1동 찻집,행정동,홍제1동,찻집,3110519
홍제1동 티룸,행정동,홍제1동,티룸,3110519
홍제1동 티하우스,행정동,홍제1동,티하우스,3110519
홍제1동 티카페,행정동,홍제1동,티카페,3110519
홍제1동 다원,행정동,홍제1동,다원,3110519
신촌동 찻집,행정동,신촌동,찻집,3110520
신촌동 티룸,행정동,신촌동,티룸,3110520
신촌동 티하우스,행정동,신촌동,티하우스,3110520
신촌동 티카페,행정동,신촌동,티카페,3110520
신촌동 다원,행정동,신촌동,다원,3110520
서교동 찻집,행정동,서교동,찻집,3110566
서교동 티룸,행정동,서교동,티룸,3110566
서교동 티하우스,행정동,서교동,티하우스,3110566
서교동 티카페,행정동,서교동,티카페,3110566
서교동 다원,행정동,서교동,다원,3110566
망원2동 찻집,행정동,망원2동,찻집,3110542
마포구청역 찻집,지하철역,마포구청역,찻집,3110542
망원2동 티룸,행정동,망원2동,티룸,3110542
마포구청역 티룸,지하철역,마포구청역,티룸,3110542
망원2동 티하우스,행정동,망원2동,티하우스,3110542
마포구청역 티하우스,지하철역,마포구청역,티하우스,3110542
망원2동 티카페,행정동,망원2동,티카페,3110542
마포구청역 티카페,지하철역,마포구청역,티카페,3110542
망원2동 다원,행정동,망원2동,다원,3110542
마포구청역 다원,지하철역,마포구청역,다원,3110542
성산2동 찻집,행정동,성산2동,찻집,3110543
수색역 찻집,지하철역,수색역,찻집,3110543
성산2동 티룸,행정동,성산2동,티룸,3110543
수색역 티룸,지하철역,수색역,티룸,3110543
성산2동 티하우스,행정동,성산2동,티하우스,3110543
수색역 티하우스,지하철역,수색역,티하우스,3110543
성산2동 티카페,행정동,성산2동,티카페,3110543
수색역 티카페,지하철역,수색역,티카페,3110543
성산2동 다원,행정동,성산2동,다원,3110543
수색역 다원,지하철역,수색역,다원,3110543
망원1동 찻집,행정동,망원1동,찻집,3110544
망원역 찻집,지하철역,망원역,찻집,3110544
망원1동 티룸,행정동,망원1동,티룸,3110544
망원역 티룸,지하철역,망원역,티룸,3110544
망원1동 티하우스,행정동,망원1동,티하우스,3110544
망원역 티하우스,지하철역,망원역,티하우스,3110544
망원1동 티카페,행정동,망원1동,티카페,3110544
망원역 티카페,지하철역,망원역,티카페,3110544
망원1동 다원,행정동,망원1동,다원,3110544
망원역 다원,지하철역,망원역,다원,3110544
아현동 찻집,행정동,아현동,찻집,3110584
아현역 찻집,지하철역,아현역,찻집,3110584
아현동 티룸,행정동,아현동,티룸,3110584
아현역 티룸,지하철역,아현역,티룸,3110584
아현동 티하우스,행정동,아현동,티하우스,3110584
아현역 티하우스,지하철역,아현역,티하우스,3110584
아현동 티카페,행정동,아현동,티카페,3110584
아현역 티카페,지하철역,아현역,티카페,3110584
아현동 다원,행정동,아현동,다원,3110584
아현역 다원,지하철역,아현역,다원,3110584
대흥동 찻집,행정동,대흥동,찻집,3110580
이대역 찻집,지하철역,이대역,찻집,3110580
대흥동 티룸,행정동,대흥동,티룸,3110580
이대역 티룸,지하철역,이대역,티룸,3110580
대흥동 티하우스,행정동,대흥동,티하우스,3110580
이대역 티하우스,지하철역,이대역,티하우스,3110580
대흥동 티카페,행정동,대흥동,티카페,3110580
이대역 티카페,지하철역,이대역,티카페,3110580
대흥동 다원,행정동,대흥동,다원,3110580
이대역 다원,지하철역,이대역,다원,3110580
용강동 찻집,행정동,용강동,찻집,3110581
마포역 찻집,지하철역,마포역,찻집,3110581
용강동 티룸,행정동,용강동,티룸,3110581
마포역 티룸,지하철역,마포역,티룸,3110581
용강동 티하우스,행정동,용강동,티하우스,3110581
마포역 티하우스,지하철역,마포역,티하우스,3110581
용강동 티카페,행정동,용강동,티카페,3110581
마포역 티카페,지하철역,마포역,티카페,3110581
용강동 다원,행정동,용강동,다원,3110581
마포역 다원,지하철역,마포역,다원,3110581
염리동 찻집,행정동,염리동,찻집,3110582
염리동 티룸,행정동,염리동,티룸,3110582
염리동 티하우스,행정동,염리동,티하우스,3110582
염리동 티카페,행정동,염리동,티카페,3110582
염리동 다원,행정동,염리동,다원,3110582
애오개역 찻집,지하철역,애오개역,찻집,3110583
애오개역 티룸,지하철역,애오개역,티룸,3110583
애오개역 티하우스,지하철역,애오개역,티하우스,3110583
애오개역 티카페,지하철역,애오개역,티카페,3110583
애오개역 다원,지하철역,애오개역,다원,3110583
서강동 찻집,행정동,서강동,찻집,3110567
광흥창역 찻집,지하철역,광흥창역,찻집,3110567
서강동 티룸,행정동,서강동,티룸,3110567
광흥창역 티룸,지하철역,광흥창역,티룸,3110567
서강동 티하우스,행정동,서강동,티하우스,3110567
광흥창역 티하우스,지하철역,광흥창역,티하우스,3110567
서강동 티카페,행정동,서강동,티카페,3110567
광흥창역 티카페,지하철역,광흥창역,티카페,3110567
서강동 다원,행정동,서강동,다원,3110567
광흥창역 다원,지하철역,광흥창역,다원,3110567
월계1동 찻집,행정동,월계1동,찻집,3110421
월계1동 티룸,행정동,월계1동,티룸,3110421
월계1동 티하우스,행정동,월계1동,티하우스,3110421
월계1동 티카페,행정동,월계1동,티카페,3110421
월계1동 다원,행정동,월계1동,다원,3110421
상계10동 찻집,행정동,상계10동,찻집,3110422
노원역 찻집,지하철역,노원역,찻집,3110422
상계10동 티룸,행정동,상계10동,티룸,3110422
노원역 티룸,지하철역,노원역,티룸,3110422
상계10동 티하우스,행정동,상계10동,티하우스,3110422
노원역 티하우스,지하철역,노원역,티하우스,3110422
상계10동 티카페,행정동,상계10동,티카페,3110422
노원역 티카페,지하철역,노원역,티카페,3110422
상계10동 다원,행정동,상계10동,다원,3110422
노원역 다원,지하철역,노원역,다원,3110422
공덕동 찻집,행정동,공덕동,찻집,3110586
공덕동 티룸,행정동,공덕동,티룸,3110586
공덕동 티하우스,행정동,공덕동,티하우스,3110586
공덕동 티카페,행정동,공덕동,티카페,3110586
공덕동 다원,행정동,공덕동,다원,3110586
신사2동 찻집,행정동,신사2동,찻집,3110448
신사2동 티룸,행정동,신사2동,티룸,3110448
신사2동 티하우스,행정동,신사2동,티하우스,3110448
신사2동 티카페,행정동,신사2동,티카페,3110448
신사2동 다원,행정동,신사2동,다원,3110448
창5동 찻집,행정동,창5동,찻집,3110409
창5동 티룸,행정동,창5동,티룸,3110409
창5동 티하우스,행정동,창5동,티하우스,3110409
창5동 티카페,행정동,창5동,티카페,3110409
창5동 다원,행정동,창5동,다원,3110409
도봉2동 찻집,행정동,도봉2동,찻집,3110411
도봉2동 티룸,행정동,도봉2동,티룸,3110411
도봉2동 티하우스,행정동,도봉2동,티하우스,3110411
도봉2동 티카페,행정동,도봉2동,티카페,3110411
도봉2동 다원,행정동,도봉2동,다원,3110411
창4동 찻집,행정동,창4동,찻집,3110412
창4동 티룸,행정동,창4동,티룸,3110412
창4동 티하우스,행정동,창4동,티하우스,3110412
창4동 티카페,행정동,창4동,티카페,3110412
창4동 다원,행정동,창4동,다원,3110412
상계3?4동 찻집,행정동,상계3?4동,찻집,3110437
당고개역 찻집,지하철역,당고개역,찻집,3110437
상계3?4동 티룸,행정동,상계3?4동,티룸,3110437
당고개역 티룸,지하철역,당고개역,티룸,3110437
상계3?4동 티하우스,행정동,상계3?4동,티하우스,3110437
당고개역 티하우스,지하철역,당고개역,티하우스,3110437
상계3?4동 티카페,행정동,상계3?4동,티카페,3110437
당고개역 티카페,지하철역,당고개역,티카페,3110437
상계3?4동 다원,행정동,상계3?4동,다원,3110437
당고개역 다원,지하철역,당고개역,다원,3110437
공릉2동 찻집,행정동,공릉2동,찻집,3110438
공릉역 찻집,지하철역,공릉역,찻집,3110438
공릉2동 티룸,행정동,공릉2동,티룸,3110438
공릉역 티룸,지하철역,공릉역,티룸,3110438
공릉2동 티하우스,행정동,공릉2동,티하우스,3110438
공릉역 티하우스,지하철역,공릉역,티하우스,3110438
공릉2동 티카페,행정동,공릉2동,티카페,3110438
공릉역 티카페,지하철역,공릉역,티카페,3110438
공릉2동 다원,행정동,공릉2동,다원,3110438
공릉역 다원,지하철역,공릉역,다원,3110438
증산동 찻집,행정동,증산동,찻집,3110449
증산동 티룸,행정동,증산동,티룸,3110449
증산동 티하우스,행정동,증산동,티하우스,3110449
증산동 티카페,행정동,증산동,티카페,3110449
증산동 다원,행정동,증산동,다원,3110449
북가좌2동 찻집,행정동,북가좌2동,찻집,3110495
북가좌2동 티룸,행정동,북가좌2동,티룸,3110495
북가좌2동 티하우스,행정동,북가좌2동,티하우스,3110495
북가좌2동 티카페,행정동,북가좌2동,티카페,3110495
북가좌2동 다원,행정동,북가좌2동,다원,3110495
연남동 찻집,행정동,연남동,찻집,3110560
연남동 티룸,행정동,연남동,티룸,3110560
연남동 티하우스,행정동,연남동,티하우스,3110560
연남동 티카페,행정동,연남동,티카페,3110560
연남동 다원,행정동,연남동,다원,3110560
상수역 찻집,지하철역,상수역,찻집,3110561
상수역 티룸,지하철역,상수역,티룸,3110561
상수역 티하우스,지하철역,상수역,티하우스,3110561
상수역 티카페,지하철역,상수역,티카페,3110561
상수역 다원,지하철역,상수역,다원,3110561
길동 찻집,행정동,길동,찻집,3111078
굽은다리역 찻집,지하철역,굽은다리역,찻집,3111078
길동 티룸,행정동,길동,티룸,3111078
굽은다리역 티룸,지하철역,굽은다리역,티룸,3111078
길동 티하우스,행정동,길동,티하우스,3111078
굽은다리역 티하우스,지하철역,굽은다리역,티하우스,3111078
길동 티카페,행정동,길동,티카페,3111078
굽은다리역 티카페,지하철역,굽은다리역,티카페,3111078
길동 다원,행정동,길동,다원,3111078
굽은다리역 다원,지하철역,굽은다리역,다원,3111078
합정동 찻집,행정동,합정동,찻집,3110546
합정동 티룸,행정동,합정동,티룸,3110546
합정동 티하우스,행정동,합정동,티하우스,3110546
합정동 티카페,행정동,합정동,티카페,3110546
합정동 다원,행정동,합정동,다원,3110546
갈현2동 찻집,행정동,갈현2동,찻집,3110458
갈현2동 티룸,행정동,갈현2동,티룸,3110458
갈현2동 티하우스,행정동,갈현2동,티하우스,3110458
갈현2동 티카페,행정동,갈현2동,티카페,3110458
갈현2동 다원,행정동,갈현2동,다원,3110458
신사1동 찻집,행정동,신사1동,찻집,3110459
신사1동 티룸,행정동,신사1동,티룸,3110459
신사1동 티하우스,행정동,신사1동,티하우스,3110459
신사1동 티카페,행정동,신사1동,티카페,3110459
신사1동 다원,행정동,신사1동,다원,3110459
충정로역 찻집,지하철역,충정로역,찻집,3110538
충정로역 티룸,지하철역,충정로역,티룸,3110538
충정로역 티하우스,지하철역,충정로역,티하우스,3110538
충정로역 티카페,지하철역,충정로역,티카페,3110538
충정로역 다원,지하철역,충정로역,다원,3110538
홍은1동 찻집,행정동,홍은1동,찻집,3110525
홍은1동 티룸,행정동,홍은1동,티룸,3110525
홍은1동 티하우스,행정동,홍은1동,티하우스,3110525
홍은1동 티카페,행정동,홍은1동,티카페,3110525
홍은1동 다원,행정동,홍은1동,다원,3110525
서강대역 찻집,지하철역,서강대역,찻집,3110569
서강대역 티룸,지하철역,서강대역,티룸,3110569
서강대역 티하우스,지하철역,서강대역,티하우스,3110569
서강대역 티카페,지하철역,서강대역,티카페,3110569
서강대역 다원,지하철역,서강대역,다원,3110569
신수동 찻집,행정동,신수동,찻집,3110570
신수동 티룸,행정동,신수동,티룸,3110570
신수동 티하우스,행정동,신수동,티하우스,3110570
신수동 티카페,행정동,신수동,티카페,3110570
신수동 다원,행정동,신수동,다원,3110570
성산1동 찻집,행정동,성산1동,찻집,3110548
성산1동 티룸,행정동,성산1동,티룸,3110548
성산1동 티하우스,행정동,성산1동,티하우스,3110548
성산1동 티카페,행정동,성산1동,티카페,3110548
성산1동 다원,행정동,성산1동,다원,3110548
광운대역 찻집,지하철역,광운대역,찻집,3110414
